BY/112 11.05. ТР013 045.01 01149	25.03.2022	Общество с ограниченной ответственностью "ТрастИнжиниринг"	проектная документация по объекту № 011/22 «Замена участка сети водопровода по ул. Центральная в п. Зелёный Бор Ивацевичского района»	И.А.Бортновская	Область Брестская, г. Брест, ул. Пушкинская, 16/1,  607, индекс 224005
BY/112 11.05. ТР013 045.01 01148	25.03.2022	Общество с ограниченной ответственностью "ТрастИнжиниринг"	проектная документация по объекту № 012/22 «Замена участка водопровода по ул. 1 Мая с переходом через Огинский канал в г.п. Телеханы Ивацевичского района»	И.А.Бортновская	Область Брестская, г. Брест, ул. Пушкинская, 16/1,  607, индекс 224005
BY/112 11.05. ТР013 045.01 01147	24.03.2022	Общество с ограниченной ответственностью "Проект-наука"	проектная документация по объекту № 15-08/20 «Развитие производства мебели иностранного унитарного предприятия «Стэнлес» (2 этап) на земельных участках по ул. Козубовского, 3, ЗВ в г. Пинске»	И.А.Бортновская	Область Брестская, г. Брест, ул. Морозова, 5,  8, индекс 224033
BY/112 11.05. ТР013 045.01 01146	22.03.2022	Общество с ограниченной ответственностью "АЛДпроект"	проектная документация по объекту № 17/11-21 «Реконструкция нежилого изолированного помещения № 265 (инв. № 100/D-108164) многоквартирного жилого дома № 340 по ул. Московская в г. Бресте под торговое помещение (код - 40203)»	И.А.Бортновская	Область Брестская, г. Брест, ул. проспект Машерова, 59/1,  18, индекс 224013
BY/112 11.05. ТР013 045.01 01145	22.03.2022	Общество с ограниченной ответственностью "ДелоПроект"	проектная документация по объекту № 57-21/1 «Замена лифтов пассажирских рег. № 26-32-0407 и рег. № 26-32-0408 в изолированном помещении общежития по адресу: г. Брест, ул. Янки Купалы, 3/1-1»	И.А.Бортновская	Область Брестская, г. Брест, ул. Гоголя, 2-1,  5, индекс 224005
BY/112 11.05. ТР013 045.01 01144	22.03.2022	Государственное унитарное проектно-изыскательское предприятие "Институт Брестстройпроект"	проектная документация по объекту № 63/21 «Реконструкция административного здания, расположенного на территории УП «Белоозёрский ЗБИ» по адресу: Брестская область, Берёзовский район, Песковский с/с, 5»	И.А.Бортновская	Область Брестская, г. Брест, ул. Пушкинская, 19, индекс 224005
BY/112 11.05. ТР013 045.01 01143	22.03.2022	Частное проектно-строительное унитарное предприятие "ПАЛИАНА ИНЖИНИРИНГ"	проектная документация по объекту № 180-21 "Капитальный ремонт наружных стен с тепловой модернизацией фасада административно-бытового здания, расположенного по адресу: г. Брест, ул. Лейтенанта Рябцева, 108К"	И.А.Бортновская	Область Брестская, г. Брест, ул. Комсомольская, 25,  207, индекс 224005
BY/112 11.04. ТР013 045.01 01142	22.03.2022	Общество с ограниченной ответственностью "Санта Ритейл"	завершенные реконструкцией помещения 1-го этажа здания многофункционального по адресу: г. Гродно, ул. Фомичева, 2	И.А.Бортновская	Область Брестская, г. Брест, ул. Советской Конституции, 26/1, индекс 224032
BY/112 11.04. ТР013 045.01 01141	21.03.2022	Иностранное унитарное торговое предприятие "СВ Машины"	завершенное модернизацией изолированное помещение инвентарный номер 126/D-6128, расположенное по адресу: Брестская обл., Жабинковский р-н, Ленинский с/с, д. Чижевщина, ул. Центральная, 1В-2	И.А.Бортновская	223016, Минская обл., Минский р-н, Новодворский c/c, 146, р-н аг. Новый Двор
BY/112 11.05. ТР013 045.01 01140	21.03.2022	Государственное унитарное производственное предприятие "Березовское ЖКХ"	проектная документация  по объекту № 15-18/352-21 «Строительство сетей горячего водоснабжения к жилому дому № 46 по ул. Северный Городок в г. Берёза»	И.А.Бортновская	Область Брестская, г. Береза, ул. Анатолия Ольшевского, 27А, индекс 225209
BY/112 11.05. ТР013 045.01 01139	21.03.2022	Общество с ограниченной ответственностью "БЕЛСПЕЦЭЛЕКТРОМОНТАЖ"	проектная документация по объекту № 23П.2019 «Газоснабжение существующего эксплуатируемого жилищного фонда граждан в д. Малые Яковчицы Жабинковского района»	И.А.Бортновская	Область Брестская, г. Брест, ул. Лейтенанта Рябцева, 29/1, индекс 224025
BY/112 11.05. ТР013 045.01 01138	18.03.2022	Открытое акционерное общество "Спецавтоматика"	проектная документация по объекту № 03-22 «Капитальный ремонт по установке автоматической системы пожарной сигнализации и системы оповещения о пожаре в здании учебных мастерских, расположенных по ул. Дружбы, 4 в г. Кобрине»	И.А.Бортновская	Область Брестская, г. Брест, ул. Янки Купалы, 120/1, индекс 224028
BY/112 11.04. ТР013 045.01 01137	18.03.2022	Дочернее коммунальное унитарное предприятие по капитальному строительству "УКС города Бреста"	завершенное строительством здание многоквартирный жилой дом по ул. Вульковской, 63 А в г. Бресте (КПД-5)	И.А.Бортновская	Область Брестская, г. Брест, ул. Гоголя, 7/1, индекс 224030
BY/112 11.04. ТР013 045.01 01136	18.03.2022	Дочернее коммунальное унитарное предприятие по капитальному строительству "УКС города Бреста"	завершенное строительством здание многоквартирный жилой дом по ул. Вульковской, 63 Б в г. Бресте (КПД-4)	И.А.Бортновская	Область Брестская, г. Брест, ул. Гоголя, 7/1, индекс 224030
BY/112 11.05. ТР013 045.01 01135	17.03.2022	Общество с ограниченной ответственностью "ОРГРЭС"	проектная документация по объекту № 44-21 «Капитальный ремонт жилого дома по ул. Жукова, 15 в г. Бресте»	И.А.Бортновская	Область Брестская, г. Брест, ул. Гоздецкого, 8,  201, индекс 224028
BY/112 11.04. ТР013 045.01 01134	17.03.2022	Брестское республиканское унитарное предприятие электроэнергетики "Брестэнерго"	завершенное реконструкцией здание бытового корпуса по ул. Заводская, 1А/1 в г. Белоозёрске	Л.Д.Павлюкевич	Область Брестская, г. Брест, ул. Воровского, 13/1, индекс 224030
BY/112 11.05. ТР013 045.01 01133	17.03.2022	Общество с ограниченной ответственностью "ВизорЭлектро"	проектная документация по объекту № 11/21 «Реконструкция ВЛ-10 кВ № 882 от ПС «Вулька-Обровская» в Ивацевичском районе»	П.П.Радкович	Область Брестская, г. Брест, ул. Наганова, 10,  305, индекс 224005
BY/112 11.05. ТР013 045.01 01132	17.03.2022	Общество с ограниченной ответственностью "ВизорЭлектро"	проектная документация по объекту №02/22 Строительство КЛ-0,4 кВ от ТП-15 до жилого дома по адресу: ул. Гагарина,13 взамен существующей КЛ-0,4 кВ	П.П.Радкович	Область Брестская, г. Брест, ул. Наганова, 10,  305, индекс 224005
BY/112 11.05. ТР013 045.01 01131	17.03.2022	Общество с ограниченной ответственностью "ВизорЭлектро"	проектная документация по объекту № 01/22 Строительство КЛ-0,4 кВ от ТП-129 до жилого дома по адресу: ул. Космонавтов, 3 взамен существующей КЛ-0,4 кВ	П.П.Радкович	Область Брестская, г. Брест, ул. Наганова, 10,  305, индекс 224005
BY/112 11.04. ТР013 045.01 01130	16.03.2022	Открытое акционерное общество "Брестмаш"	завершенное реконструкцией сооружение системы газоснабжения на территории ОАО «Брестмаш», расположенное по адресу: г. Брест, ул. Суворова, 21В	Л.Д.Павлюкевич	Область Брестская, г. Брест, ул. Суворова, 21В
BY/112 11.05. ТР013 045.01 01129	16.03.2022	Общество с дополнительной ответственностью "Брестская инженерная группа"	проектная документация по объекту № BEMP/AF /1.1/9 «Капитальный ремонт с элементами модернизации ГУО «Сигневичский УПК ясли-сад-СШ», расположенного по адресу: Берёзовский район, аг. Маревиль, ул. Заречная, 1»	Л.Д.Павлюкевич	Область Брестская, г. Брест, ул. Карла Маркса, 33,  80, индекс 224005
BY/112 11.05. ТР013 045.01 01128	15.03.2022	Общество с ограниченной ответственностью "Саныч"	проектная документация по объекту № 268.2021 «Капитальный ремонт жилого дома, расположенного по адресу: г. Молодечно, ул. Криничная, 3»	И.А.Бортновская	Область Брестская, г. Брест, ул. Гоздецкого, 8,  307, индекс 224028
BY/112 11.05. ТР013 045.01 01127	15.03.2022	Общество с ограниченной ответственностью "Проджект"	проектная документация по объекту № 21.07-01П «Реконструкция капитального строения с инв. № 100/С-87031 (Многоквартирный жилой дом) в части реконструкции подвального этажа с целью устройства индивидуальных сараев для жильцов дома, расположенного по адресу: г. Брест, ул. Красногвардейская»	И.А.Бортновская	Область Брестская, г. Брест, ул. бульвар Шевченко, 4-2,  504
BY/112 11.04. ТР013 045.01 01126	15.03.2022	Открытое акционерное общество "Батчи"	завершенное строительством здание санпропускника с крытым дезбарьером в МТК вблизи д. Девятки	И.А.Бортновская	Область Брестская, Район Кобринский, аг. Батчи, ул. Садовая, 12, индекс 225874
BY/112 11.04. ТР013 045.01 01125	15.03.2022	Открытое акционерное общество "Батчи"	завершенное строительством здание котельной в МТК вблизи д. Девятки	И.А.Бортновская	Область Брестская, Район Кобринский, аг. Батчи, ул. Садовая, 12, индекс 225874
BY/112 11.04. ТР013 045.01 01124	15.03.2022	Открытое акционерное общество "Батчи"	завершенное строительством здание склада грубых кормов в МТК вблизи д. Девятки	И.А.Бортновская	Область Брестская, Район Кобринский, аг. Батчи, ул. Садовая, 12, индекс 225874
BY/112 11.04. ТР013 045.01 01123	15.03.2022	Открытое акционерное общество "Батчи"	завершенное строительством здание для телят в возрасте до 2-х месяцев в МТК вблизи д. Девятки	И.А.Бортновская	Область Брестская, Район Кобринский, аг. Батчи, ул. Садовая, 12, индекс 225874
BY/112 11.04. ТР013 045.01 01122	15.03.2022	Открытое акционерное общество "Батчи"	завершенное строительством здание для выращивания телят и молодняка в МТК вблизи д. Девятки	И.А.Бортновская	Область Брестская, Район Кобринский, аг. Батчи, ул. Садовая, 12, индекс 225874
BY/112 11.04. ТР013 045.01 01121	15.03.2022	Открытое акционерное общество "Батчи"	завершенное строительством здание для выращивания молодняка и нетелей в МТК вблизи д. Девятки	И.А.Бортновская	Область Брестская, Район Кобринский, аг. Батчи, ул. Садовая, 12, индекс 225874
BY/112 11.04. ТР013 045.01 01120	15.03.2022	Открытое акционерное общество "Батчи"	завершенное строительством здание раздоя в МТК вблизи д. Девятки	И.А.Бортновская	Область Брестская, Район Кобринский, аг. Батчи, ул. Садовая, 12, индекс 225874
BY/112 11.04. ТР013 045.01 01119	15.03.2022	Открытое акционерное общество "Батчи"	завершенное строительством здание родильного отделения с цехом сухостоя в МТК вблизи д. Девятки	И.А.Бортновская	Область Брестская, Район Кобринский, аг. Батчи, ул. Садовая, 12, индекс 225874
BY/112 11.05. ТР013 045.01 01118	14.03.2022	Государственное унитарное производственное предприятие "Березовское ЖКХ"	проектная документация  по объекту № 02.14.05 «Строительство объекта придорожного сервиса (автомобильная стоянка для большегрузных автомобилей, пункты технического обслуживания, общественного питания) на 116 км (право) автомобильной дороги M1 Е30 Брест (Козловичи) - Минск - граница РФ (Редьки)»	П.П.Радкович	Область Брестская, г. Береза, ул. Анатолия Ольшевского, 27А, индекс 225209
BY/112 11.02. ТР013 045.01 01117	12.03.2022	Иностранное общество с ограниченной ответственностью "ПРОФИЛИ ВОКС"	комплектующие к сайдинг-панелям стеновым из ПВХ для наружной отделки типа «KERRAFRONT»	И.А.Бортновская	225003, Брестская обл., Брестский р-н, Тельминский c/c, 7
BY/112 11.05. ТР013 045.01 01116	12.03.2022	Открытое акционерное общество "Брестжилпроект"	проектная документация по объекту № 065.21 "Капитальный ремонт жилого дома № 22А по ул. Фабричной в г. Барановичи"	И.А.Бортновская	Область Брестская, г. Брест, ул. Интернациональная, 16, индекс 224030
BY/112 11.05. ТР013 045.01 01115	12.03.2022	Открытое акционерное общество "Брестжилпроект"	проектная документация по объекту № 061.21 «Капитальный ремонт жилого дома №14 по ул. Фабричной в г. Барановичи»	И.А.Бортновская	Область Брестская, г. Брест, ул. Интернациональная, 16, индекс 224030
BY/112 11.05. ТР013 045.01 01114	11.03.2022	Общество с ограниченной ответственностью "ОРГРЭС"	проектная документация по объекту № 81-21 «Замена четырех лифтов в жилом доме по ул. Ленинградской, 25 в г. Бресте. Капитальный ремонт»	И.А.Бортновская	Область Брестская, г. Брест, ул. Гоздецкого, 8,  201, индекс 224028
BY/112 11.05. ТР013 045.01 01113	11.03.2022	Общество с ограниченной ответственностью "ОРГРЭС"	проектная документация по объекту № 80-21 «Замена четырёх лифтов в жилом доме по ул. Орловской, 14Д в г. Бресте. Капитальный ремонт»	И.А.Бортновская	Область Брестская, г. Брест, ул. Гоздецкого, 8,  201, индекс 224028
BY/112 11.05. ТР013 045.01 01112	11.03.2022	Общество с ограниченной ответственностью "ОРГРЭС"	проектная документация по объекту № 79-21 «Замена четырёх лифтов в жилом доме по ул. Гаврилова, 28 в г. Бресте. Капитальный ремонт»	И.А.Бортновская	Область Брестская, г. Брест, ул. Гоздецкого, 8,  201, индекс 224028
BY/112 11.05. ТР013 045.01 01111	11.03.2022	Общество с ограниченной ответственностью "ОРГРЭС"	проектная документация по объекту № 78-21 «Замена двух лифтов в жилом доме по ул. Сябровской, 57 в г. Бресте. Капитальный ремонт»	И.А.Бортновская	Область Брестская, г. Брест, ул. Гоздецкого, 8,  201, индекс 224028
BY/112 11.05. ТР013 045.01 01110	11.03.2022	Общество с ограниченной ответственностью "АРХИТЕХ"	проектная документация по объекту № 05-21-П «Реконструкция капитального строения с инв.№100/С-71761 (Вспомогательное здание на территории предприятия "ПРИМА-ТРАНС"), расположенного по адресу: г. Брест, ул. Гродненская, 53А/1»	И.А.Бортновская	Область Брестская, г. Брест, ул. проспект Машерова, 6А,  10, индекс 224030
BY/112 11.05. ТР013 045.01 01109	10.03.2022	Открытое акционерное общество "Спецавтоматика"	проектная документация по объекту № 04-22 «Модернизация системы пожарной сигнализации и оповещения людей о пожаре производственного корпуса № 2 основной производственной площадки ОАО «МЭТЗ ИМ. В.И. КОЗЛОВА» (разработка проектно-сметной документации, монтажные и пусконаладочные работы), расположенного по адресу: ул. Уральская, 4, г. Минск»	И.А.Бортновская	Область Брестская, г. Брест, ул. Янки Купалы, 120/1, индекс 224028
BY/112 11.05. ТР013 045.01 01108	10.03.2022	Общество с дополнительной ответственностью "Брестская инженерная группа"	проектная документация по объекту № 02/15-21П «Реконструкции аммиачной компрессорной, расположенной на территории производственного филиала ОАО "Савушкин продукт" в г. Барановичи, ул. 50 лет БССР, 51»	И.А.Бортновская	Область Брестская, г. Брест, ул. Карла Маркса, 33,  80, индекс 224005
BY/112 11.05. ТР013 045.01 01107	09.03.2022	Общество с ограниченной ответственностью "ТТКэлектросистем"	проектная документация раздел ЭМО по объекту №46/21 «Реконструкция (модернизация) части капитального строения с инв. №100/С-75657 (Здание логистического центра), расположенного по адресу: г. Брест, ул. Карьерная, 9, с целью размещения производственного участка». Внесение изменений	Л.Д.Павлюкевич	225038, Брестская обл., Брестский р-н, Клейниковский c/c, р-н аг. Клейники
BY/112 11.04. ТР013 045.01 01106	09.03.2022	Белорусско-германское совместное предприятие "Санта Бремор" общество с ограниченной ответственностью	завершенное строительством здание холодильный комплекс на природных хладагентах по ул. Катин Бор, 106 в г. Бресте	П.П.Радкович	Область Брестская, г. Брест, ул. Катин Бор, 106, индекс 224004
BY/112 11.04. ТР013 045.01 01105	09.03.2022	Коммунальное унитарное предприятие "Брестское областное управление капитального строительства"	Завершенное строительством здание многоквартирный жилой дом по ул. Лейтенанта Рябцева по г/п 7	И.А.Бортновская	Область Брестская, г. Брест, ул. Наганова, 10
BY/112 11.04. ТР013 045.01 01104	09.03.2022	Коммунальное унитарное предприятие "Брестское областное управление капитального строительства"	Завершенное строительством здание многоквартирный жилой дом по ул. Лейтенанта Рябцева по г/п 3	И.А.Бортновская	Область Брестская, г. Брест, ул. Наганова, 10
BY/112 11.02. ТР013 045.01 01103	04.03.2022	Общество с ограниченной ответственностью "АлдиГрад"	плитка керамическая неглазурованная	И.А.Бортновская	Область Брестская, г. Брест, ул. Гоздецкого, 19,  6, индекс 224028
BY/112 11.05. ТР013 045.01 01102	03.03.2022	Частное проектно-строительное унитарное предприятие "ПАЛИАНА ИНЖИНИРИНГ"	проектная документация по объекту № 163-21 «Административное здание СПК «Осовецкий» по ул. Советская, 49 в аг. Осовцы Дрогичинского района. Газоснабжение. Перевод мини-котельной для работы на природном газе»	И.А.Бортновская	Область Брестская, г. Брест, ул. Комсомольская, 25,  207, индекс 224005
BY/112 11.05. ТР013 045.01 01101	03.03.2022	Коммунальное унитарное проектное предприятие "БРЕСТДОРПРОЕКТ"	проектная документация по объекту № 123/2021 «Капитальный ремонт жилого дома № 45 по ул. Первомайской в аг. Пелище Каменецкого района Брестской области»	И.А.Бортновская	Область Брестская, г. Брест, ул. Московская, 273/2
BY/112 11.05. ТР013 045.01 01100	03.03.2022	Коммунальное унитарное проектное предприятие "БРЕСТДОРПРОЕКТ"	проектная документация по объекту № 3/2022 «Строительство погружной дождевой насосной станции и водоотводящих каналов вдоль ул. Кобринской - ул. Суворова в г. Бресте»	И.А.Бортновская	Область Брестская, г. Брест, ул. Московская, 273/2
BY/112 11.05. ТР013 045.01 01099	03.03.2022	Коммунальное унитарное проектное предприятие "БРЕСТДОРПРОЕКТ"	проектная документация по объекту № 92/2021 «Реконструкция административного здания Полесского лесхоза, расположенного по адресу: г. Давид-Городок, ул. Калинина, 114»	И.А.Бортновская	Область Брестская, г. Брест, ул. Московская, 273/2
BY/112 11.05. ТР013 045.01 01098	02.03.2022	Частное унитарное предприятие по оказанию услуг "ИВА"	проектная документация по объекту № 13.21 «Техническая модернизация части помещения производственного цеха здания хлебокомбината, расположенного в г. Березе по ул. Красноармейской, 134, в части установки новой печи взамен демонтируемой энергоемкой хлебопекарной печи»	И.А.Бортновская	Область Брестская, г. Брест, ул. Луцкая, 56, индекс 224011
BY/112 11.05. ТР013 045.01 01097	02.03.2022	Общество с ограниченной ответственностью "ТрастИнжиниринг"	проектная документация по объекту № 120/21 «Строительство станции обезжелезивания в д. Урожайная Ляховичского района»	н.B.Регистрационный	Область Брестская, г. Брест, ул. Пушкинская, 16/1,  607, индекс 224005
BY/112 11.05. ТР013 045.01 01096	02.03.2022	Общество с ограниченной ответственностью "ТрастИнжиниринг"	проектная документация по объекту № 118/21 «Строительство станции обезжелезивания в аг. Головнинцы Ляховичского района»	н.B.Регистрационный	Область Брестская, г. Брест, ул. Пушкинская, 16/1,  607, индекс 224005
BY/112 11.05. ТР013 045.01 01095	02.03.2022	Общество с ограниченной ответственностью "ТрастИнжиниринг"	проектная документация по объекту № 117/21 «Строительство станции обезжелезивания в аг. Кореневщина Ляховичского района»	н.B.Регистрационный	Область Брестская, г. Брест, ул. Пушкинская, 16/1,  607, индекс 224005
BY/112 11.05. ТР013 045.01 01094	02.03.2022	Общество с ограниченной ответственностью "ТрастИнжиниринг"	проектная документация по объекту № 111/21 «Строительство станции обезжелезивания в аг. Бакуны Пружанского района»	н.B.Регистрационный	Область Брестская, г. Брест, ул. Пушкинская, 16/1,  607, индекс 224005
BY/112 11.05. ТР013 045.01 01093	02.03.2022	Общество с ограниченной ответственностью "ТрастИнжиниринг"	проектная документация по объекту № 110/21 «Строительство станции обезжелезивания в аг. Лысково Пружанского района»	н.B.Регистрационный	Область Брестская, г. Брест, ул. Пушкинская, 16/1,  607, индекс 224005
BY/112 11.05. ТР013 045.01 01092	02.03.2022	Общество с ограниченной ответственностью "ТрастИнжиниринг"	проектная документация по объекту № 109/21 «Строительство станции обезжелезивания в аг. Щерчево Пружанского района»	н.B.Регистрационный	Область Брестская, г. Брест, ул. Пушкинская, 16/1,  607, индекс 224005
BY/112 11.05. ТР013 045.01 01091	02.03.2022	Общество с ограниченной ответственностью "ТрастИнжиниринг"	проектная документация по объекту № 093/20 «Строительство водозаборной скважины, водонапорной башни и станции обезжелезивания в дер. Полонка Барановичского района»	н.B.Регистрационный	Область Брестская, г. Брест, ул. Пушкинская, 16/1,  607, индекс 224005
BY/112 11.05. ТР013 045.01 01090	02.03.2022	Общество с ограниченной ответственностью "ТрастИнжиниринг"	проектная документация по объекту № 007/22 «Реконструкция водозабора в аг. Дмитровичи Каменецкого района»	н.B.Регистрационный	Область Брестская, г. Брест, ул. Пушкинская, 16/1,  607, индекс 224005
BY/112 11.05. ТР013 045.01 01089	01.03.2022	Общество с ограниченной ответственностью "ТрастИнжиниринг"	проектная документация по объекту № 071/20 «Строительство станции обезжелезивания в д. Корчицы Кобринского района»	н.B.Регистрационный	Область Брестская, г. Брест, ул. Пушкинская, 16/1,  607, индекс 224005
BY/112 11.05. ТР013 045.01 01088	01.03.2022	Общество с ограниченной ответственностью "ТрастИнжиниринг"	проектная документация по объекту № 122/21 «Строительство станции обезжелезивания в дер. Сухое Ивановского района»	н.B.Регистрационный	Область Брестская, г. Брест, ул. Пушкинская, 16/1,  607, индекс 224005
BY/112 11.05. ТР013 045.01 01087	01.03.2022	Государственное унитарное производственное предприятие "Березовское ЖКХ"	проектная документация  по объекту № 15-18/404-21 «Строительство станции обезжелезивания в д. Заполье Ивацевичского района»	И.А.Бортновская	Область Брестская, г. Береза, ул. Анатолия Ольшевского, 27А, индекс 225209
BY/112 11.05. ТР013 045.01 01086	28.02.2022	Закрытое акционерное общество "Архитектурная студия Факторпроект"	проектная документация по объекту № 31/21 «Модернизация административного здания райветлаборатории по ул. Красноармейской, 69 в г. Кобрине»	И.А.Бортновская	Область Брестская, г. Кобрин, ул. площадь Замковая, 5, индекс 225306
BY/112 11.05. ТР013 045.01 01085	28.02.2022	Открытое акционерное общество "Институт комплексного проектирования объектов строительства"	проектная документация по объекту № 97.21 «Техническая модернизация помещений производственного цеха № 5 СП "Санта Бремор" ООО" по адресу: г. Брест, ул. Катин Бор, 106	П.П.Радкович	Область Брестская, г. Брест, ул. Пушкинская, 16/1, индекс 224005
BY/112 11.05. ТР013 045.01 01084	28.02.2022	Государственное унитарное проектно-изыскательское предприятие "Институт Брестстройпроект"	проектная документация по объекту № 73/20 «Молочно-товарная ферма в д. Лукомер Берёзовского района»	И.А.Бортновская	Область Брестская, г. Брест, ул. Пушкинская, 19, индекс 224005
BY/112 11.02. ТР013 045.01 01083	25.02.2022	Индивидуальный предприниматель Левчук Дмитрий Юрьевич	плиты теплоизоляционные из стеклянного штапельного волокна URSA AIR A2 ECO	И.А.Бортновская	Область Брестская, г. Брест, ул. Гоголя, 73,  14, индекс 224016
BY/112 11.02. ТР013 045.01 01082	25.02.2022	Иностранное общество с ограниченной ответственностью "ПРОФИЛИ ВОКС"	плинтус напольный из ПВХ для внутренней отделки	И.А.Бортновская	225003, Брестская обл., Брестский р-н, Тельминский c/c, 7
BY/112 11.02. ТР013 045.01 01081	25.02.2022	Иностранное общество с ограниченной ответственностью "ПРОФИЛИ ВОКС"	сайдинг-панели и комплектующих к ним из ПВХ для наружной отделки типа «KERRAFRONT»	И.А.Бортновская	225003, Брестская обл., Брестский р-н, Тельминский c/c, 7
BY/112 11.02. ТР013 045.01 01080	25.02.2022	Иностранное общество с ограниченной ответственностью "ПРОФИЛИ ВОКС"	напольное покрытие  гетерогенное виниловое	И.А.Бортновская	225003, Брестская обл., Брестский р-н, Тельминский c/c, 7
BY/112 11.05. ТР013 045.01 01079	25.02.2022	Открытое акционерное общество "Головное специализированное конструкторское бюро (ГСКБ) по комплексу оборудования для микроклимата"	проектная документация по объекту № 363-21 «Строительство газопровода для газоснабжения постов резки металлолома Брестского цеха унитарного предприятия «Брествторчермет», расположенного по адресу: г. Брест, ул. Бауманская, 40»	И.А.Бортновская	Область Брестская, г. Брест, ул. Смирнова, 66, индекс 224014
BY/112 11.05. ТР013 045.01 01078	25.02.2022	Открытое акционерное общество "Головное специализированное конструкторское бюро (ГСКБ) по комплексу оборудования для микроклимата"	проектная документация по объекту № 194-18 «Теплотрасса от ТЭЦ-11 до микрорайона «Северный-2 в г. Барановичи»	И.А.Бортновская	Область Брестская, г. Брест, ул. Смирнова, 66, индекс 224014
BY/112 11.05. ТР013 045.01 01077	25.02.2022	Государственное унитарное проектно-изыскательское предприятие "Институт Брестстройпроект"	проектная документация по объекту № 68/21 "Строительство двух коровников и доильно-молочного блока вблизи д. Корчицы Кобринского района"	И.А.Бортновская	Область Брестская, г. Брест, ул. Пушкинская, 19, индекс 224005
BY/112 11.05. ТР013 045.01 01076	25.02.2022	Государственное унитарное проектно-изыскательское предприятие "Институт Брестстройпроект"	проектная документация по объекту № 62/21 «Строительство зданий для содержания КРС на территории МТФ «Полесский» государственного предприятия «Полесская опытная станция» Лунинецкого района»	И.А.Бортновская	Область Брестская, г. Брест, ул. Пушкинская, 19, индекс 224005
BY/112 11.05. ТР013 045.01 01075	24.02.2022	Открытое акционерное общество "Институт комплексного проектирования объектов строительства"	проектная документация по объекту № 69.21 «Многоквартирный жилой дом по ул. Владимира Ленина в г. Береза»	П.П.Радкович	Область Брестская, г. Брест, ул. Пушкинская, 16/1, индекс 224005
BY/112 11.05. ТР013 045.01 01074	23.02.2022	Общество с ограниченной ответственностью "Комплексное проектирование"	проектная документация  по объекту № 35-21 «Замена двух лифтов в жилом доме по ул. Рябиновой, 18 в г. Бресте. Капитальный ремонт»	Л.Д.Павлюкевич	Область Брестская, г. Брест, ул. Пионерская, 52
BY/112 11.05. ТР013 045.01 01073	23.02.2022	Общество с ограниченной ответственностью "Комплексное проектирование"	проектная документация  по объекту № 37-21 «Замена трех лифтов в жилом доме по ул. Гродненской, 34 в г. Бресте. Капитальный ремонт»	Л.Д.Павлюкевич	Область Брестская, г. Брест, ул. Пионерская, 52
BY/112 11.05. ТР013 045.01 01072	23.02.2022	Общество с ограниченной ответственностью "Комплексное проектирование"	проектная документация  по объекту № 32-21 «Замена одного лифта в жилом доме по ул. Ленинградской, 23 в г. Бресте. Капитальный ремонт»	Л.Д.Павлюкевич	Область Брестская, г. Брест, ул. Пионерская, 52
BY/112 11.05. ТР013 045.01 01071	23.02.2022	Общество с ограниченной ответственностью "Комплексное проектирование"	проектная документация  по объекту № 33-21 «Замена одного лифта в жилом доме по ул. Луцкой, 42 в г. Бресте. Капитальный ремонт»	Л.Д.Павлюкевич	Область Брестская, г. Брест, ул. Пионерская, 52
BY/112 11.05. ТР013 045.01 01070	23.02.2022	Общество с ограниченной ответственностью "Комплексное проектирование"	проектная документация  по объекту № 31-21 «Замена одного лифта в жилом доме по ул. Ленинградской, 21 в г. Бресте. Капитальный ремонт»	Л.Д.Павлюкевич	Область Брестская, г. Брест, ул. Пионерская, 52
BY/112 11.05. ТР013 045.01 01069	23.02.2022	Общество с ограниченной ответственностью "Комплексное проектирование"	проектная документация  по объекту № 40-21 «Замена трех лифтов в жилом доме по ул. Октябрьской Революции, 27/1 в г. Бресте. Капитальный ремонт»	Л.Д.Павлюкевич	Область Брестская, г. Брест, ул. Пионерская, 52
