BY/112 11.05. ТР013 045.01 01317	01.06.2022	Государственное унитарное производственное предприятие "Березовское ЖКХ"	проектная документация  по объекту № 15-18/403-21 «Строительство станции обезжелезивания в д. Наливки Ивацевичского района»	Л.Д.Павлюкевич	Область Брестская, г. Береза, ул. Анатолия Ольшевского, 27А, индекс 225209
BY/112 11.05. ТР013 045.01 01316	01.06.2022	Общество с ограниченной ответственностью "ДелоПроект"	проектная документация по объекту № 10-22 «Замена пассажирских лифтов в жилом доме по ул. Первомайской, 142 в г. Пинске, 2, 3, 4 подъезды»	Л.Д.Павлюкевич	Область Брестская, г. Брест, ул. Гоголя, 2-1,  5, индекс 224005
BY/112 11.05. ТР013 045.01 01315	01.06.2022	Общество с ограниченной ответственностью "ДелоПроект"	проектная документация по объекту № 08-22 «Газоснабжение строящегося одноквартирного жилого дома № 26 по ул. Центральной в д. Крылово Минского района»	Л.Д.Павлюкевич	Область Брестская, г. Брест, ул. Гоголя, 2-1,  5, индекс 224005
BY/112 11.05. ТР013 045.01 01314	31.05.2022	Дочернее республиканское унитарное предприятие "Госстройэкспертиза по Брестской области"	проектная документация по объекту № 21.21 «Реконструкция здания склада щебня, расположенного на территории ОАО «Березастройматериалы» по адресу: г. Береза, ул. Якова Свердлова, 163Г/3»	И.А.Бортновская	Область Брестская, г. Брест, ул. Гродненская, 55, индекс 224028
BY/112 11.02. ТР013 045.01 01313	31.05.2022	Открытое акционерное общество "Савушкин продукт"	плитка керамическая неглазурованная (клинкерная, кислотоупорная) Grau-creme размером 240×115×25 мм, (формат DS 25)	И.А.Бортновская	Область Брестская, г. Брест, ул. Янки Купалы, 118, индекс 224028
BY/112 11.05. ТР013 045.01 01312	31.05.2022	Частное производственное унитарное предприятие "Стройдеталэксперт"	проектная документация по объекту № 01-10/21-ПР «Реконструкция капитального строения с инв.№100/С-13790 (Участок специального технологического оборудования и металлоконструкций с энергоблоком), расположенного по адресу: г. Брест, ул. Суворова, 21К/3»	И.А.Бортновская	Область Брестская, г. Брест, ул. бульвар Шевченко, 4,  321, индекс 224013
BY/112 11.05. ТР013 045.01 01311	30.05.2022	Открытое акционерное общество "Белреставрация"	проектная документация по объекту № 64-21 «Капитальный ремонт жилого дома по ул. 17 Сентября, 35 в г. Бресте»	Л.Д.Павлюкевич	г. Минск, ул. проспект Партизанский, 31
BY/112 11.05. ТР013 045.01 01310	30.05.2022	Открытое акционерное общество "Белреставрация"	проектная документация по объекту № 63-21 «Капитальный ремонт жилого дома по ул. 17 Сентября, 37 в г. Бресте»	Л.Д.Павлюкевич	г. Минск, ул. проспект Партизанский, 31
BY/112 11.05. ТР013 045.01 01309	30.05.2022	Государственное унитарное проектно-изыскательское предприятие "Институт Брестстройпроект"	проектная документация по объекту № 55/01-21 «Возведение двух коровников на 640 голов с доильно-молочным блоком на МТФ «Сахалин» в аг. Белоуша Столинского района»	П.П.Радкович	Область Брестская, г. Брест, ул. Пушкинская, 19, индекс 224005
BY/112 11.05. ТР013 045.01 01308	30.05.2022	Открытое акционерное общество "Белреставрация"	проектная документация по объекту № 57-21 «Модернизация системы теплоснабжения помещений Барановичского межрайонного отдела Следственного комитета Республики Беларусь»	Л.Д.Павлюкевич	г. Минск, ул. проспект Партизанский, 31
BY/112 11.05. ТР013 045.01 01307	30.05.2022	Открытое акционерное общество "Белреставрация"	проектная документация по объекту № 44-20 «Капитальный ремонт с элементами реконструкции помещений здания административного корпуса (инв. № 100/С-70737) по ул. Карбышева, 29 в г. Бресте»	Л.Д.Павлюкевич	г. Минск, ул. проспект Партизанский, 31
BY/112 11.04. ТР013 045.01 01306	30.05.2022	Коммунальное унитарное предприятие "Брестское областное управление капитального строительства"	завершенное строительством здание многоквартирный жилой дом по ул. Лейтенанта Рябцева по г/п 8	И.А.Бортновская	Область Брестская, г. Брест, ул. Наганова, 10
BY/112 11.05. ТР013 045.01 01305	27.05.2022	Общество с ограниченной ответственностью "Проект-наука"	проектная документация по объекту № 15-08/21 «Строительство водозаборной скважины № 3 по ул. Владимира Ленина в г. Береза»	И.А.Бортновская	Область Брестская, г. Брест, ул. Морозова, 5,  8, индекс 224033
BY/112 11.02. ТР013 045.01 01304	27.05.2022	Иностранное общество с ограниченной ответственностью "ПРОФИЛИ ВОКС"	плинтус напольный из ПВХ для внутренней отделки	И.А.Бортновская	225003, Брестская обл., Брестский р-н, Тельминский c/c, 7
BY/112 11.02. ТР013 045.01 01303	27.05.2022	Иностранное общество с ограниченной ответственностью "ПРОФИЛИ ВОКС"	панели ламельные и комплектующие к ним из пенополистирола для внутренней отделки	И.А.Бортновская	225003, Брестская обл., Брестский р-н, Тельминский c/c, 7
BY/112 11.05. ТР013 045.01 01302	26.05.2022	Общество с дополнительной ответственностью "Брестская инженерная группа"	проектная документация  по объекту № 06/21-21П «Реконструкция капитальных строений с инв. № 100/С-60990, инв. № 100/С-1897, инв. № 100/С-45116, инв. № 100/С-92896, инв. № 100/С-16808, инв. №100/С-71799, расположенных на производственной базе № 1 ООО «ВЕГАС» по адресу: г. Брест, ул. Лейтенанта Рябцева 118В, Г, 110»	И.А.Бортновская	Область Брестская, г. Брест, ул. Карла Маркса, 33,  80, индекс 224005
BY/112 11.05. ТР013 045.01 01301	26.05.2022	Коммунальное унитарное проектное предприятие "БРЕСТДОРПРОЕКТ"	проектная документация по объекту № 15/2022 «Реконструкция (модернизация) части изолированного помещения с инв.№100/D-136359 (Помещение АТС), расположенного по адресу: г. Брест, ул. Советская, 33-2»	Л.Д.Павлюкевич	Область Брестская, г. Брест, ул. Московская, 273/2
BY/112 11.05. ТР013 045.01 01300	26.05.2022	Общество с ограниченной ответственностью "ДелоПроект"	проектная документация по объекту № 03-22 «Модернизация котельной № 18 в аг. Великорита Малоритского района»	Л.Д.Павлюкевич	Область Брестская, г. Брест, ул. Гоголя, 2-1,  5, индекс 224005
BY/112 11.05. ТР013 045.01 01299	26.05.2022	Общество с ограниченной ответственностью "ТТКэлектросистем"	проектная документация по объекту № 103/21 «Модернизация системы электроснабжения МТФ «Прилуки»	И.А.Бортновская	225038, Брестская обл., Брестский р-н, Клейниковский c/c, р-н аг. Клейники
BY/112 11.05. ТР013 045.01 01298	25.05.2022	Закрытое акционерное общество "Оптималсервис"	проектная документация по объекту № 2.21-15 «Газоснабжение садовых домиков СТ "Плянта-9” Солигорского района Минской области»	Л.Д.Павлюкевич	Область Брестская, г. Кобрин, ул. Первомайская, 84
BY/112 11.05. ТР013 045.01 01297	25.05.2022	Закрытое акционерное общество "Оптималсервис"	проектная документация по объекту № 2.21-24 «Газоснабжение садовых домиков СТ «Издрашево» Солигорского района Минской области»	Л.Д.Павлюкевич	Область Брестская, г. Кобрин, ул. Первомайская, 84
BY/112 11.04. ТР013 045.01 01296	24.05.2022	Открытое акционерное общество "Группа компаний "Полесьежилстрой"	административно-торговое здание после реконструкции капитального строения с инв. № 100/С-1950 (Склад № 3/31), расположенного по адресу г. Брест, ул. Красногвардейская, 8	Л.Д.Павлюкевич	Область Брестская, г. Брест, ул. Гоголя, 85,  134, индекс 224013
BY/112 11.05. ТР013 045.01 01295	24.05.2022	Государственное унитарное проектно-изыскательское предприятие "Институт Брестстройпроект"	проектная документация по объекту № 107/21 «Газоснабжение зерносушильного комплекса в аг. Долбизно Каменецкого района»	П.П.Радкович	Область Брестская, г. Брест, ул. Пушкинская, 19, индекс 224005
BY/112 11.05. ТР013 045.01 01294	19.05.2022	Общество с ограниченной ответственностью "ТТКэлектросистем"	проектная документация по объекту № 23/22 «Модернизация системы электроснабжения фермы № 1 аг. Озяты Жабинковского района Брестской области»	И.А.Бортновская	225038, Брестская обл., Брестский р-н, Клейниковский c/c, р-н аг. Клейники
BY/112 11.04. ТР013 045.01 01293	19.05.2022	Дочернее унитарное предприятие "Санаторий Буг"	здание дочернего унитарного предприятия «Санаторий Буг» после модернизации помещений кинозала, янтарного и белого залов столовой (I, II -очередь)	Л.Д.Павлюкевич	225103, Брестская обл., Жабинковский р-н, Ленинский c/c, территория «Санаторий Буг»
BY/112 11.05. ТР013 045.01 01292	18.05.2022	Государственное унитарное производственное предприятие "Березовское ЖКХ"	проектная документация  по объекту № 15-18/282-21 «Строительство станции обезжелезивания в аг. Сигневичи Берёзовского района»	Л.Д.Павлюкевич	Область Брестская, г. Береза, ул. Анатолия Ольшевского, 27А, индекс 225209
BY/112 11.04. ТР013 045.01 01291	18.05.2022	Дочернее коммунальное унитарное предприятие по капитальному строительству "УКС города Бреста"	завершенное строительством здание трансформаторной подстанции по генплану № 4 в районе ул. Гоголя, 81 г. Бреста	Л.Д.Павлюкевич	Область Брестская, г. Брест, ул. Гоголя, 7/1, индекс 224030
BY/112 11.05. ТР013 045.01 01290	17.05.2022	Закрытое акционерное общество "Оптималсервис"	проектная документация по объекту № 2.22-10 «Газоснабжение жилых домов № 111 и 113 по улице Советская в аг. Осовцы Дрогиченского района»	Л.Д.Павлюкевич	Область Брестская, г. Кобрин, ул. Первомайская, 84
BY/112 11.05. ТР013 045.01 01289	17.05.2022	Закрытое акционерное общество "Оптималсервис"	проектная документация по объекту № 2.22-9 «Уличный распределительный газо¬провод с газопроводами вводами для подключения жилых домов по пер. Малый, ул. Полесская в д. Огово Ивановского района»	Л.Д.Павлюкевич	Область Брестская, г. Кобрин, ул. Первомайская, 84
BY/112 11.05. ТР013 045.01 01288	17.05.2022	Закрытое акционерное общество "Оптималсервис"	проектная документация по объекту № 2.22-8 «Уличный распределительный газо¬провод с газопроводами вводами для подключения жилых домов по ул. Лагодича, ул. Октябрьская, ул. Комсомольская, ул. Школьная в д. Радовня Ивановского райо¬на»	Л.Д.Павлюкевич	Область Брестская, г. Кобрин, ул. Первомайская, 84
BY/112 11.05. ТР013 045.01 01287	17.05.2022	Общество с ограниченной ответственностью "Саныч"	проектная документация по объекту № 275.2021 «Капитальный ремонт жилого дома, расположенного по адресу: г. Молодечно, ул. Мира, 12»	И.А.Бортновская	Область Брестская, г. Брест, ул. Гоздецкого, 8,  307, индекс 224028
BY/112 11.02. ТР013 045.01 01286	14.05.2022	Общество с дополнительной ответственностью "БЕЛСИЛОН"	трубы дренажные гофрированные безнапорные из непластифицированного поливинилхлорида PVC-U номинальным диаметром D50, D100	И.А.Бортновская	Область Брестская, г. Брест, ул. Тереспольская, 22/1, индекс 224019
BY/112 11.02. ТР013 045.01 01285	14.05.2022	Общество с дополнительной ответственностью "БЕЛСИЛОН"	клапаны запорные обратные из медных сплавов DIAMOND номинальным давлением PN8, номинальным диаметром DN15, DN20ZZWR, DN25, DN25ZZWR, DN32, DN40, DN50	И.А.Бортновская	Область Брестская, г. Брест, ул. Тереспольская, 22/1
BY/112 11.02. ТР013 045.01 01284	14.05.2022	Общество с дополнительной ответственностью "БЕЛСИЛОН"	краны запорные шаровые из цветных сплавов ручные (поливочные) DIAMOND номинальным диаметром D15, D20, номинальным давлением PN16	И.А.Бортновская	Область Брестская, г. Брест, ул. Тереспольская, 22/1
BY/112 11.05. ТР013 045.01 01283	14.05.2022	Общество с ограниченной ответственностью «ФИРМИТАС»	проектная документация по объекту № 22.01 «Капитальный ремонт с элементами модернизации капитальных строений с инв. № 100/С-47875 (Блок монтажных предприятий (инв. №1), с инв. № 100/С-46026 (Блок монтажных предприятий №2), с инв. № 100/С-47876 (Блок монтажных предприятий (инв. №6), с инв. № 100/С- 47877 (Центральный склад (инв. №7), с инв. № 100/С-47878 (Склад-гараж (инв. №591), с инв. № 100/С-47879 (Склад для хранения шинопровода (инв. № 1073), с инв. № 100/С-47880 (Гараж на 7 автомашин (инв. №1126), расположенных по адресу: г. Брест, ул. Янки Купалы, 111»	И.А.Бортновская	Область Брестская, г. Брест, ул. Пушкинская, 16/1-2,  706
BY/112 11.04. ТР013 045.01 01282	13.05.2022	Открытое акционерное общество "Полесьежилстрой"	завершенное строительством здание жилой дом №3 по генплану по объекту «Строительство группы многоквартирных жилых домов с объектами торгово¬административного и общественного назначения в районе ул. Гоголя, 81 (район бывшего военного городка «Интендантский») в г. Бресте». 5-очередь	Л.Д.Павлюкевич	Область Брестская, г. Брест, ул. Кижеватова, 60, индекс 224001
BY/112 11.05. ТР013 045.01 01281	13.05.2022	Общество с ограниченной ответственностью "БУГ-ПРОЕКТ"	проектная документация по объекту № 719-21 «Реконструкция здания с инвентарным номером 133/С-20117 под здание специализированное розничной торговли, расположенное по адресу: г. Лунинец, ул. Баженовой, 7В»	И.А.Бортновская	Область Брестская, г. Брест, ул. Комсомольская, 25, индекс 224005
BY/112 11.05. ТР013 045.01 01280	12.05.2022	Закрытое акционерное общество "Архитектурная студия Факторпроект"	проектная документация по объекту № 53/21 «Реконструкция капитального строения с инв. № 100/С-3307 (Универсальный дом торговли), расположенного по адресу: г. Брест, ул. Советская, 73»	И.А.Бортновская	Область Брестская, г. Кобрин, ул. площадь Замковая, 5, индекс 225306
BY/112 11.05. ТР013 045.01 01279	12.05.2022	Общество с ограниченной ответственностью "Саныч"	проектная документация по объекту № 276.2021 «Капитальный ремонт жилого дома, расположенного по адресу: г. Молодечно, ул. Янки Купалы, 124»	И.А.Бортновская	Область Брестская, г. Брест, ул. Гоздецкого, 8,  307, индекс 224028
BY/112 11.05. ТР013 045.01 01278	11.05.2022	Коммунальное проектное унитарное предприятие "Бресткоммунпроект"	проектная документация по объекту № 22.012 "Замена напорного коллектора сети водоотведения от КНС по ул. Механизаторов до полей фильтрации (ПМК-60) в г.п. Телеханы Ивацевичского района"	И.А.Бортновская	Область Брестская, г. Брест, ул. Гоголя, 2, индекс 224005
BY/112 11.02. ТР013 045.01 01277	11.05.2022	Иностранное общество с ограниченной ответственностью "ПРОФИЛИ ВОКС"	панели ламельные и комплектующие к ним из пенополистирола для внутренней отделки	И.А.Бортновская	225003, Брестская обл., Брестский р-н, Тельминский c/c, 7
BY/112 11.05. ТР013 045.01 01276	10.05.2022	Частное проектно-строительное унитарное предприятие "ПАЛИАНА ИНЖИНИРИНГ"	проектная документация по объекту № 196-22 «Модернизация мини-котельной (замена одного котла на МВТ), расположенной в здании специализированном связи с инв. № 121/С-9052, по адресу: Брестская область, Дрогичинский район, Закозельский с/с, д. 3акозель, ул. Почтовая, 3»	И.А.Бортновская	Область Брестская, г. Брест, ул. Комсомольская, 25,  207, индекс 224005
BY/112 11.05. ТР013 045.01 01275	10.05.2022	Частное проектно-строительное унитарное предприятие "ПАЛИАНА ИНЖИНИРИНГ"	проектная документация по объекту № 195-22 «Модернизация мини-котельной (замена одного котла на МВТ), расположенной в здании специализированном связи с инв. № 121/-8334, по адресу: Брестская область, Дрогичинский район, Осовецкий с/с, д. Осовцы, ул. Советская, 65»	И.А.Бортновская	Область Брестская, г. Брест, ул. Комсомольская, 25,  207, индекс 224005
BY/112 11.05. ТР013 045.01 01274	10.05.2022	Частное проектно-строительное унитарное предприятие "ПАЛИАНА ИНЖИНИРИНГ"	проектная документация по объекту № 194-22 «Модернизация мини-котельной (замена одного котла на МВТ), расположенной в отделении связи с инв. № 101/С-8113, по адресу: Брестская область, Жабинковский район, д. Старое Село, ул. Молодежная, 2»	И.А.Бортновская	Область Брестская, г. Брест, ул. Комсомольская, 25,  207, индекс 224005
BY/112 11.05. ТР013 045.01 01273	10.05.2022	Общество с ограниченной ответственностью "Проектно-строительная группа Стройинжиниринг"	проектная документация по объекту № 88/21 "Реконструкция капитального строения с инв. №100/С-69336 (Станция второго подъема с пристройкой станции обезжелезивания), расположенного по адресу: г. Брест, ул. Писателя Смирнова, 4/9"	И.А.Бортновская	Область Брестская, г. Брест, ул. Куйбышева, 13,  51, индекс 224016
BY/112 11.05. ТР013 045.01 01272	10.05.2022	Общество с ограниченной ответственностью "Проектно-строительная группа Стройинжиниринг"	проектная документация по объекту № 59/21 «Капитальный ремонт здания ГУО «Гродненский областной центр технического творчества» по адресу: г. Гродно, ул. Замковая, 13»	И.А.Бортновская	Область Брестская, г. Брест, ул. Куйбышева, 13,  51, индекс 224016
BY/112 11.05. ТР013 045.01 01271	06.05.2022	Коммунальное проектное унитарное предприятие "Бресткоммунпроект"	проектная документация по объекту № 21.064 "Строительство станции обезжелезивания в аг. Хидры Кобринского района"	И.А.Бортновская	Область Брестская, г. Брест, ул. Гоголя, 2, индекс 224005
BY/112 11.05. ТР013 045.01 01270	06.05.2022	Коммунальное проектное унитарное предприятие "Бресткоммунпроект"	проектная документация по объекту № 22.010 "Строительство сетей водоснабжения ул. Усадьба лесхоза в г.п. Телеханы до водозабора ГУ "Телеханский психоневрологический дом-интернат для престарелых и инвалидов" Ивацевичского района"	И.А.Бортновская	Область Брестская, г. Брест, ул. Гоголя, 2, индекс 224005
BY/112 11.05. ТР013 045.01 01269	06.05.2022	Общество с ограниченной ответственностью "ДелоПроект"	проектная документация по объекту № 20-21 «Реконструкция котельной в д. Подлесье Жабинковского района с переводом в автоматический режим»	Л.Д.Павлюкевич	Область Брестская, г. Брест, ул. Гоголя, 2-1,  5, индекс 224005
BY/112 11.02. ТР013 045.01 01268	06.05.2022	Общество с ограниченной ответственностью "СиПиЭсБилдинг"	растворная смесь сухая полимерминеральная однокомпонентная на цементном вяжущем	И.А.Бортновская	Область Брестская, г. Брест, ул. Красногвардейская, 114/2,  41, индекс 224024
BY/112 11.05. ТР013 045.01 01267	06.05.2022	Коммунальное проектное унитарное предприятие "Бресткоммунпроект"	проектная документация по объекту № 21.046 "Реконструкция котельной № 20 аг. Белоуша Столинского района с установкой газовых котлов"	И.А.Бортновская	Область Брестская, г. Брест, ул. Гоголя, 2, индекс 224005
BY/112 11.05. ТР013 045.01 01266	06.05.2022	Коммунальное проектное унитарное предприятие "Бресткоммунпроект"	проектная документация по объекту № 21.071 "Реконструкция участка тепловых сетей от ТК-15 до ТК-10 по ул. Ленина в г. Ивацевичи"	И.А.Бортновская	Область Брестская, г. Брест, ул. Гоголя, 2, индекс 224005
BY/112 11.05. ТР013 045.01 01265	06.05.2022	Коммунальное проектное унитарное предприятие "Бресткоммунпроект"	проектная документация по объекту № 21.076 "Модернизация участков тепловых сетей от ТК-17 до ввода в жилой дом № 43/1 и от ТК-18 до ввода в жилой дом № 45/1 по ул. Депутатской в г. Ивацевичи"	И.А.Бортновская	Область Брестская, г. Брест, ул. Гоголя, 2, индекс 224005
BY/112 11.05. ТР013 045.01 01264	05.05.2022	Общество с ограниченной ответственностью "ТТКэлектросистем"	проектная документация по объекту № 78/21 «Реконструкция ВЛ-10 кВ № 334 от ПС-110 кВ «Лосичи» со строительством участка ВЛ-10 кВ от оп. 10/32 до ГКТП-143»	И.А.Бортновская	225038, Брестская обл., Брестский р-н, Клейниковский c/c, р-н аг. Клейники
BY/112 11.04. ТР013 045.01 01263	04.05.2022	Общество с ограниченной ответственностью "БУГИНКОМ"	здание производственного участка по адресу: ул. Карьерная, 9, после реконструкции части капитального строения с инв. № 100/С-75657 (Здание логистического центра) объекта "Реконструкция (модернизация) части капитального строения с инв. № 100/С-75657 (Здание логистического центра), расположенного по адресу: г. Брест, ул. Карьерная, 9 с целью размещения производственного участка	Л.Д.Павлюкевич	Область Брестская, г. Брест, ул. Московская, 208-9, индекс 224020
BY/112 11.05. ТР013 045.01 01262	04.05.2022	Открытое акционерное общество "Институт комплексного проектирования объектов строительства" г. Брест	проектная документация по объекту № 32.21 «Реконструкция лечебного корпуса детской областной больницы на 150 коек по ул. Халтурина, 12/1, г. Брест»	Л.Д.Павлюкевич	Область Брестская, г. Брест, ул. Пушкинская, 16/1, индекс 224005
BY/112 11.05. ТР013 045.01 01261	04.05.2022	Открытое акционерное общество "Институт комплексного проектирования объектов строительства" г. Брест	проектная документация по объекту № 6.21 «Строительство Брестского городского РЭС по ул.Московской, 406 в г. Бресте» 	Л.Д.Павлюкевич	Область Брестская, г. Брест, ул. Пушкинская, 16/1, индекс 224005
BY/112 11.05. ТР013 045.01 01260	29.04.2022	Дочернее республиканское унитарное предприятие "Госстройэкспертиза по Брестской области"	проектная документация по объекту № 15.21 «Реконструкция молочного блока под коровник на территории молочно-товарной фермы “Лобча” 2,1 км южнее аг. Лобча Лунинецкого района»	И.А.Бортновская	Область Брестская, г. Брест, ул. Гродненская, 55, индекс 224028
BY/112 11.05. ТР013 045.01 01259	29.04.2022	Общество с ограниченной ответственностью "ТТКэлектросистем"	проектная документация по объекту № 88/21 «Строительство сетей электроснабжения 10 кВ с демонтажем существующего участка ВЛ-10 кВ № 536 от ПС-35 кВ «Каменюки»	И.А.Бортновская	225038, Брестская обл., Брестский р-н, Клейниковский c/c, р-н аг. Клейники
BY/112 11.05. ТР013 045.01 01258	29.04.2022	Общество с ограниченной ответственностью "ТТКэлектросистем"	проектная документация по объекту № 75/21 «Реконструкция ВЛ-10 кВ № 534»	И.А.Бортновская	225038, Брестская обл., Брестский р-н, Клейниковский c/c, р-н аг. Клейники
BY/112 11.05. ТР013 045.01 01257	29.04.2022	Общество с ограниченной ответственностью "ТТКэлектросистем"	проектная документация по объекту № 53/21 «Реконструкция КЛ-10 кВ № 462 от ПС-110/10 кВ "Микашевичи", участок от ТП-510 до ТП-443 в г. Микашевичи»	И.А.Бортновская	225038, Брестская обл., Брестский р-н, Клейниковский c/c, р-н аг. Клейники
BY/112 11.05. ТР013 045.01 01256	29.04.2022	Общество с ограниченной ответственностью "ТТКэлектросистем"	проектная документация по объекту № 49/21 «Реконструкция КЛ-10 кВ №119 от ПС-110 кВ "Иваново", участок от ПС до ТП-545 в г. Иваново»	И.А.Бортновская	225038, Брестская обл., Брестский р-н, Клейниковский c/c, р-н аг. Клейники
BY/112 11.05. ТР013 045.01 01255	29.04.2022	Общество с ограниченной ответственностью "ТТКэлектросистем"	проектная документация по объекту № 48/21 «Реконструкция КЛ-10 кВ № 122 от ПС-110 кВ «Иваново», участок от муфты № 31 до муфты № 14, от муфты № 2 до ТП-441 в г. Иваново»	И.А.Бортновская	225038, Брестская обл., Брестский р-н, Клейниковский c/c, р-н аг. Клейники
BY/112 11.05. ТР013 045.01 01254	29.04.2022	Общество с ограниченной ответственностью "ТТКэлектросистем"	проектная документация по объекту № 04/22 «Строительство ВЛ-0,4кВ от ТП-91 в г. Барановичи с полным демонтажем ВЛ-0,4кВ от ТП-91 в г. Барановичи»	И.А.Бортновская	225038, Брестская обл., Брестский р-н, Клейниковский c/c, р-н аг. Клейники
BY/112 11.05. ТР013 045.01 01253	29.04.2022	Общество с ограниченной ответственностью "ТТКэлектросистем"	проектная документация по объекту № 03/22 «Строительство ВЛ-0,4кВ от ТП-66 в г. Барановичи с полным демонтажем ВЛ-0,4кВ от ТП-66 в г. Барановичи»	И.А.Бортновская	225038, Брестская обл., Брестский р-н, Клейниковский c/c, р-н аг. Клейники
BY/112 11.05. ТР013 045.01 01252	29.04.2022	Общество с ограниченной ответственностью "ТТКэлектросистем"	проектная документация по объекту № 02/22 «Строительство ВЛ-0,4кВ от ТП-17 в г. Барановичи с полным демонтажем ВЛ-0,4кВ от ТП-17 в г. Барановичи»	И.А.Бортновская	225038, Брестская обл., Брестский р-н, Клейниковский c/c, р-н аг. Клейники
BY/112 11.05. ТР013 045.01 01251	29.04.2022	Общество с ограниченной ответственностью "ТТКэлектросистем"	проектная документация по объекту № 01/22 «Строительство ВЛ-0,4кВ от ТП-16 в г. Барановичи с полным демонтажем ВЛ-0,4кВ от ТП-16 в г. Барановичи»	И.А.Бортновская	225038, Брестская обл., Брестский р-н, Клейниковский c/c, р-н аг. Клейники
BY/112 11.05. ТР013 045.01 01250	29.04.2022	Общество с дополнительной ответственностью "Брестская инженерная группа"	проектная документация  по объекту № 11/02-20П «Реконструкция убойного цеха главного производственного корпуса под отделение обвалки сырья с расширением холодильника унитарного предприятия «Брестские традиции» по адресу: Кобринский район, Гомельское шоссе, 3-й км»	И.А.Бортновская	Область Брестская, г. Брест, ул. Карла Маркса, 33,  80, индекс 224005
BY/112 11.05. ТР013 045.01 01249	27.04.2022	Закрытое акционерное общество "Архитектурная студия Факторпроект"	проектная документация по объекту № 07/22 «Модернизация административного здания по ул. Московской, 1А в д. Запруды Кобринского района»	И.А.Бортновская	Область Брестская, г. Кобрин, ул. площадь Замковая, 5, индекс 225306
BY/112 11.05. ТР013 045.01 01248	27.04.2022	Общество с ограниченной ответственностью "Приорпроект"	проектная документация по объекту № 194/2022 «Ремонт и усиление конструкций лоджий жилого дома № 106 по ул. Дзержинского в г. Столине Столинского района»	И.А.Бортновская	Область Брестская, г. Брест, ул. Карла Маркса, 81, индекс 224030
BY/112 11.05. ТР013 045.01 01247	27.04.2022	Открытое акционерное общество "Институт комплексного проектирования объектов строительства" г. Брест	проектная документация по объекту № 32.19 «Реконструкция здания инженерно-лабораторного корпуса, расположенного по ул. Коржа, 5 в г. Солигорске, с оптимизацией рабочих мест»	Л.Д.Павлюкевич	Область Брестская, г. Брест, ул. Пушкинская, 16/1, индекс 224005
BY/112 11.04. ТР013 045.01 01246	27.04.2022	Дочернее коммунальное унитарное предприятие по капитальному строительству "УКС города Бреста"	завершенное строительством здание многоквартирный жилой дом по ул. Вульковcкой, 79Б в г. Бресте (КПД-1)	Л.Д.Павлюкевич	Область Брестская, г. Брест, ул. Гоголя, 7/1, индекс 224030
BY/112 11.04. ТР013 045.01 01245	26.04.2022	Совместное общество с ограниченной ответственностью "ПП Полесье"	завершенное модернизацией здание Склад с инвентарным номером 123/С-23070 по ул. Николаева, 54 в г. Кобрине	Л.Д.Павлюкевич	Область Брестская, г. Кобрин, ул. Советская, 141, индекс 225304
BY/112 11.05. ТР013 045.01 01244	26.04.2022	Открытое акционерное общество "Институт комплексного проектирования объектов строительства" г. Брест	проектная документация по объекту № 130.09 (С) (7К) «Район индивидуальной жилой застройки «Дубово-4» (Восточный жилой район) в г. Барановичи. 2 очередь». Очередь 2П»	Л.Д.Павлюкевич	Область Брестская, г. Брест, ул. Пушкинская, 16/1, индекс 224005
BY/112 11.04. ТР013 045.01 01243	25.04.2022	Производственное республиканское унитарное предприятие "Брестоблгаз"	завершенное реконструкцией здание административно-бытовой корпус ПУ «Кобрингаз» по ул. Дзержинского, 64 в г. Кобрине	И.А.Бортновская	Область Брестская, г. Брест, ул. Генерала Попова, 16, индекс 224012
BY/112 11.04. ТР013 045.01 01242	25.04.2022	Производственное республиканское унитарное предприятие "Брестоблгаз"	завершенное строительством здание бытовой корпус ПУ «Кобрингаз» по ул. Дзержинского, 64 в г. Кобрине	И.А.Бортновская	Область Брестская, г. Брест, ул. Генерала Попова, 16, индекс 224012
BY/112 11.05. ТР013 045.01 01241	25.04.2022	Общество с ограниченной ответственностью "Проектное СКБ"	проектная документация  по объекту № 01/22 «Реконструкция водовода второго подъема водозабора «Западный» до ул. Смирнова в г. Бресте»	И.А.Бортновская	Область Брестская, г. Брест, ул. Гоголя, 2,  6
