BY/112 04.14. ТР013 045.01 00020	0246245	05.05.2021	05.05.2026	КУПП "Коммунальник"	Пружанское коммунальное унитарное производственное предприятие "Коммунальник"	Пружанское коммунальное унитарное производственное предприятие "Коммунальник"	Выполнение работ по устройству оснований, фундаментов сооружений на основании из естественных грунтов
BY/112 04.14. ТР013 045.01 00019	0246244	05.05.2021	05.05.2026	КУПП "Коммунальник"	Пружанское коммунальное унитарное производственное предприятие "Коммунальник"	Пружанское коммунальное унитарное производственное предприятие "Коммунальник"	Выполнение работ по устройству дорожных покрытий пешеходных зон из тротуарных плит 
BY/112 04.14. ТР013 045.01 00018	0246242	26.04.2021	26.04.2026	СООО "ПЛ Интернационал Плюс"	Совместное общество с ограниченной ответственностью "ПЛ Интернационал Плюс"	Совместное общество с ограниченной ответственностью "ПЛ Интернационал Плюс"	Выполнение работ по заполнению оконных и дверных проемов с применением оконных и дверных блоков из поливинилхлоридного профиля, из древесины, металлических
BY/112 04.14. ТР013 045.01 00017	0246234	14.04.2021	14.04.2026	КУП "Брестоблдорстрой"	Коммунальное унитарное предприятие по проектированию, содержанию, ремонту и строительству местных автомобильных дорог "Брестоблдорстрой"	филиал Коммунального унитарного предприятия по проектированию	Выполнение работ по устройству дорожных покрытий пешеходных зон из тротуарных плит 
BY/112 04.14. ТР013 045.01 00016	0246224	07.04.2021	07.04.2026	УП "Березовская СПМК-22"	Государственное унитарное специализированное строительное предприятие "Березовская СПМК-22"	Государственное унитарное специализированное строительное предприятие "Березовская СПМК-22"	Выполнение работ по заполнению оконных и дверных проемов с применением оконных и дверных блоков из поливинилхлоридного профиля, из древесины, металлических
BY/112 04.14. ТР013 045.01 00015	0246220	02.04.2021	02.04.2026	ОДО "Велфа-строй"	Общество с дополнительной ответственностью "Велфа-строй"	Общество с дополнительной ответственностью "Велфа-строй"	Выполнение работ по монтажу наружных сетей и сооружений водоснабжение, канализация
BY/112 04.14. ТР013 045.01 00014	0246219	02.04.2021	02.04.2026	ОДО "Велфа-строй"	Общество с дополнительной ответственностью "Велфа-строй"	Общество с дополнительной ответственностью "Велфа-строй"	Выполнение работ по устройству изоляционных покрытий гидроизоляция из рулонных материалов, окрасочная гидроизоляция (битумная, лакокрасочная, полимерная, битумно-полимерная, полимерцементная), гидроизоляция из цементных растворов, горячих асфальтовых смесей и литая гидроизоляция, гидроизоляция из полимерных листовых материалов, тепло- и звукоизоляция из плит и сыпучих материалов
BY/112 04.14. ТР013 045.01 00013	0246218	02.04.2021	02.04.2026	ОДО "Велфа-строй"	Общество с дополнительной ответственностью "Велфа-строй"	Общество с дополнительной ответственностью "Велфа-строй"	Выполнение работ по устройству тепловой изоляции ограждающих конструкций сооружений легкие и тяжёлые штукатурные системы утепления, вентилируемые системы утепления, системы утепления на основе комплексных теплоизоляционных материалов, монолитных утеплителей, утепление цоколей, крыш и перекрытий
BY/112 04.14. ТР013 045.01 00012	0246217	02.04.2021	02.04.2026	ОДО "Велфа-строй"	Общество с дополнительной ответственностью "Велфа-строй"	Общество с дополнительной ответственностью "Велфа-строй"	Выполнение работ по заполнению оконных и дверных проемов с применением оконных и дверных блоков из поливинилхлоридного профиля, из древесины, металлических
BY/112 04.14. ТР013 045.01 00011	0246216	02.04.2021	02.04.2026	ОДО "Велфа-строй"	Общество с дополнительной ответственностью "Велфа-строй"	Общество с дополнительной ответственностью "Велфа-строй"	Выполнение работ по устройству оснований, фундаментов сооружений на основании из естественных грунтов
BY/112 04.14. ТР013 045.01 00010	0246207	31.03.2021	31.03.2026	ОАО "Полесьежилстрой"	Открытое акционерное общество "Полесьежилстрой"	Филиал "Передвижная механизированная колонна № 82" Открытого акционерного общества "Полесьежилстрой"	Выполнение работ по устройству оснований, фундаментов сооружений из буронабивных свай
BY/112 04.14. ТР013 045.01 00009	0246206	30.03.2021	30.03.2026	Малоритское ЖКХ	Коммунальное унитарное многоотраслевое производственное предприятие жилищно-коммунального хозяйства "Малоритское ЖКХ"	коммунальное унитарное многоотраслевое производственное предприятие жилищно-коммунального хозяйства "Малоритское ЖКХ"	Выполнение работ по заполнению оконных и дверных проемов с применением оконных и дверных блоков из поливинилхлоридного профиля, из древесины, металлических
BY/112 04.14. ТР013 045.01 00008	0246205	30.03.2021	30.03.2026	Частное унитарное предприятие по оказанию услуг "ИВА"	ЧУПОУ "ИВА"	частное унитарное предприятие по оказанию услуг "ИВА"	Выполнение работ по устройству дорожных покрытий пешеходных зон из тротуарных плит 
BY/112 04.14. ТР013 045.01 00007	0246202	17.03.2021	17.03.2026	ЗАО "Интербудсервис"	Закрытое акционерное общество "Интербудсервис"	закрытое акционерное общество "Интербудсервис"	Выполнение работ по заполнению оконных и дверных проемов с применением оконных и дверных блоков из поливинилхлоридного профиля, из древесины, металлических
BY/112 04.14. ТР013 045.01 00006	0246194	15.03.2021	15.03.2026	Волковысское ОАО "СМТ № 32"	Волковысское открытое акционерное общество "Строительно-монтажный трест № 32"	Волковысское открытое акционерное общество "Строительно-монтажный трест № 32"	Выполнение работ по устройству тепловой изоляции ограждающих конструкций сооружений вентилируемые системы утепления, системы утепления на основе комплексных теплоизоляционных материалов, монолитных утеплителей, утепление цоколей, крыш и перекрытий
BY/112 04.14. ТР013 045.01 00005	0246190	11.03.2021	11.03.2026	СООО "ПП Полесье"	Совместное общество с ограниченной ответственностью "ПП Полесье"	совместное общество с ограниченной ответственностью "ПП Полесье"	Выполнение работ по устройству дорожных покрытий пешеходных зон из тротуарных плит 
BY/112 04.14. ТР013 045.01 00004	0246189	11.03.2021	11.03.2026	СООО "ПП Полесье"	Совместное общество с ограниченной ответственностью "ПП Полесье"	совместное общество с ограниченной ответственностью "ПП Полесье"	Выполнение работ по заполнению оконных и дверных проемов с применением оконных и дверных блоков из поливинилхлоридного профиля, из древесины, металлических
BY/112 04.14. ТР013 045.01 00003	0246185	10.03.2021	10.03.2026	ОАО "СТРОЙМЕХСЕРВИС"	Открытое акционерное общество "СТРОЙМЕХСЕРВИС"	открытое акционерное общество "СТРОЙМЕХСЕРВИС"	Выполнение работ по устройству изоляционных покрытий гидроизоляция из рулонных материалов, окрасочная гидроизоляция (битумная, лакокрасочная, полимерная, битумно-полимерная, полимерцементная)
BY/112 04.14. ТР013 045.01 00002	0246181	01.03.2021	01.03.2026	УП "Пружанская ПМК-22"	Государственное унитарное строительное предприятие "Пружанская ПМК-22"	государственное унитарное строительное предприятие "Пружанская ПМК-22"	Выполнение работ по устройству дорожных покрытий пешеходных зон из тротуарных плит 
BY/112 04.14. ТР013 045.01 00001	0246180	01.03.2021	01.03.2026	УП "Пружанская ПМК-22"	Государственное унитарное строительное предприятие "Пружанская ПМК-22"	государственное унитарное строительное предприятие "Пружанская ПМК-22"	Выполнение работ по заполнению оконных и дверных проемов с применением оконных и дверных блоков из поливинилхлоридного профиля, из древесины, металлических
BY/112 04.14. 045 06229	0246136 	16.11.2020	16.11.2025		УП "Брестская СПМК-6"		Выполнение работ по устройству изоляционных покрытий: гидроизоляции из рулонных материалов, окрасочной гидроизоляции (битумной, лакокрасочной, полимерной, битумно-полимерной, полимерцементной) 
BY/112 04.14. 045 06031	0204292 	03.06.2019	03.06.2024		Общество с ограниченной ответственностью "Белпрок Строй Групп"		Выполнение работ по монтажу каменных и армокаменных конструкций 
BY/112 04.14. 045 06122	0204540 	04.01.2020	04.01.2025		Общество с ограниченной ответственностью "ТермоРемСтрой"		Выполнение работ по монтажу внутренних инженерных систем сооружений: водоснабжения, канализации, отопления, вентиляции и кондиционирования воздуха, тепловых пунктов и котельных 
BY/112 04.14. 045 05658	0204554 	29.06.2018	29.06.2023		ЧУП "Бугбуд"		Выполнение работ по устройству кровель из: листовой стали, металлического профилированного настила, металлической черепицы, битумно-полимерных рулонных и мастичных кровель 
BY/112 04.14. 045 05646	0204677 	28.06.2018	28.06.2023		Общество с ограниченной ответственностью "Технологии комплексного строительства"		Выполнение работ по заполнению оконных и дверных проемов (с применением оконных и дверных блоков металлических, из поливинилхлоридного профиля, из древесины) 
BY/112 04.14. 045 05894	0178415 	14.02.2019	14.02.2024		Общество с дополнительной ответственностью "Мегастроймонтаж"		Выполнение работ по монтажу внутренних инженерных систем сооружений: водоснабжения, канализации, отопления, вентиляции и кондиционирования воздуха, тепловых пунктов и котельных 
BY/112 04.14. 045 05671	0143882 	29.06.2018	29.06.2023		Общество с ограниченной ответственностью "ФОРВАРД"		Выполнение работ по монтажу сборных бетонных и железобетонных конструкций (без выполнения сварных соединений с нормированной прочностью): стены подземной части зданий, колонны, рамы, ригели, балки, фермы, плиты, панели стен, лестничные марши и площадки 
BY/112 04.14. 045 05622	0143825 	20.06.2018	20.06.2023		ООО "СИНАР"		Выполнение работ по устройству кровель из: битумно-полимерных волнистых кровельных и асбестоцем. волнистых листов, мелкошт. материалов, лист. стали, меди, металл. проф. настила, метал. черепицы, битум.-полимерных рулон. и маст. кров., светопр. мат. 
BY/112 04.14. 045 05985	0178599 	11.04.2019	11.04.2024		Общество с ограниченной ответственностью "РНКСтрой"		Выполнение работ по монтажу внутренних инженерных систем сооружений: водоснабжения, канализации, отопления, вентиляции и кондиционирования воздуха, тепловых пунктов и котельных 
BY/112 04.14. 045 06147	0204608 	31.03.2020	31.03.2025		ОДО "Базис"		Выполнение работ по устройству изоляционных покрытий: окрасочной гидроизоляции (битумной, лакокрасочной, полимерной, битумно-полимерной, полимерцементной), тепло- и звукоизоляции из плит и сыпучих материалов 
BY/112 04.14. 045 06166	0204715 	09.07.2020	09.07.2025		Закрытое акционерное общество "Белспецэнерго" (ЗАО "Белспецэнерго")		Выполнение работ по устройству дорожных покрытий пешеходных зон из тротуарных плит 
BY/112 04.14. 045 05665	0204616 	29.06.2018	29.06.2023		Коммунальное унитарное многоотраслевое производственное предприятие жилищно-коммунального хозяйства "Кобринское ЖКХ"		Выполнение работ по устройству тепловой изоляции ограждающих конструкций сооружений: легких и тяжелых штукатурных систем утепления, утепления цоколей, крыш и перекрытий 
BY/112 04.14. 045 06225	0246127 	02.11.2020	02.11.2025		Частное строительное унитарное предприятие "Би Пи Структура"		Выполнение работ по устройству изоляционных покрытий: гидроизоляции из рулонных материалов, окрасочной гидроизоляции (битумной, лакокрасочной, полимерной, битумно-полимерной, полимерцементной), тепло- и звукоизоляции из плит и сыпучих материалов 
BY/112 04.14. 045 05814	0178275 	05.11.2018	05.11.2023		Общество с ограниченной ответственностью "НикоЛарис инженерные системы"		Выполнение работ по монтажу внутренних инженерных систем сооружений: водоснабжения, канализации, отопления 
BY/112 04.14. 045 06087	0204473 	31.10.2019	31.10.2024		УП "Брестская СПМК-15"		Выполнение работ по заполнению оконных и дверных проемов (с применением оконных и дверных блоков металлических, из поливинилхлоридного профиля, из древесины) 
BY/112 04.14. 045 05973	0178587 	11.04.2019	11.04.2024		Общество с ограниченной ответственностью "РНКСтрой"		Вып.работ по монт.сбор.бетон.и железобетон.констр.(без вып.сварн.соед.с норм. прочн.): блоки фунд., стены подз.части зд., колон., рамы, полур., диафр.жестк., ригели, балки, фермы, плиты, панели стен,вент.бл.,шахт.лифт.,сан.тех.кабины,лестн.марш.и площадки 
BY/112 04.14. 045 06236	0246157 	22.01.2021	22.01.2026		УП "Стеклолит"		Выполнение работ по заполнению оконных и дверных проемов (с применением оконных и дверных блоков из поливинилхлоридного профиля, из древесины, металлических) 
BY/112 04.14. 045 06099	0204514 	24.12.2019	24.12.2024		ЧУП "Триумфремстрой"		Выполнение работ по возведению монолитных бетонных и железобетонных конструкций (без выполнения сварных соединений с нормированной прочностью) 
BY/112 04.14. 045 06128	0204560 	19.02.2020	19.02.2025		ООО "ОстЛидерСтрой"		Выполнение работ по монтажу сборных бетонных и железобетонных конструкций (без выполнения сварных соединений с нормированной прочностью): плиты 
BY/112 04.14. 045 05690	0143929 	31.07.2018	31.07.2023		ОАО "Спецмонтажстрой № 180"		Выполнение работ по возведению монолитных бетонных и железобетонных конструкций (без выполнения сварных соединений с нормированной прочностью) 
BY/112 04.14. 045 06070	0204430 	05.09.2019	05.09.2024		ОАО "Теплицмонтаж"		Выполнение работ по заполнению оконных и дверных проемов (с применением оконных и дверных блоков металлических) 
BY/112 04.14. 045 06038	0204318 	12.06.2019	12.06.2024		Общество с ограниченной ответственностью "Белпрок Строй Групп"		Выполнение работ по возведению монолитных бетонных и железобетонных конструкций (без выполнения сварных соединений с нормированной прочностью) 
BY/112 04.14. 045 05924	0178473 	06.03.2019	06.03.2024		Открытое акционерное общество "Строительный трест №8"		Выполнение работ по устройству антикоррозионных покрытий строительных конструкций сооружений:лакокрасочные защитные покрытия 
BY/112 04.14. 045 05870	0178375 	11.01.2019	11.01.2024		Общество с ограниченной ответственностью "НБКбилдинг"		Выполнение работ по возведению монолитных бетонных и железобетонных конструкций (без выполнения сварных соединений с нормированной прочностью) 
BY/112 04.14. 045 05911	0178447 	28.02.2019	28.02.2024		ОАО "Белреставрация"		Выполнение работ по устройству кровель из: битумно-полимерных волнистых кровельных и асбестоцем. волнистых листов, мелкошт. материалов, лист. стали, меди, металл. проф. настила, метал. черепицы, битум.-полимерных рулон. и маст. кров., светопр. мат. 
BY/112 04.14. 045 06123	0204541 	10.01.2020	10.01.2025		Открытое акционерное общество "Дорстроймонтажтрест"		Выполнение работ по устройству оснований, фундаментов сооружений на основании из естественных грунтов 
BY/112 04.14. 045 06025	0204269 	17.05.2019	17.05.2024		ЗАО "Оптималсервис"		Выполнение работ по монтажу наружных сетей и сооружений: канализации, тепловых сетей 
BY/112 04.14. 045 06205	0246057 	14.08.2020	14.08.2025		КУМПП ЖКХ "Жабинковское ЖКХ"		Выполнение работ по устройству оснований, фундаментов сооружений на основании из естественных грунтов 
BY/112 04.14. 045 05664	0204615 	29.06.2018	29.06.2023		Коммунальное унитарное многоотраслевое производственное предприятие жилищно-коммунального хозяйства "Кобринское ЖКХ"		Выполнение работ по устройству кровель из: битумно-полимерных волнистых кровельных и асбестоцементных волнистых листов, листовой стали, меди, металлического профилированного настила, металлической черепицы, битумно-полимерных рулонных и мастичных кровель 
BY/112 04.14. 045 06104	0204519 	24.12.2019	24.12.2024		ЧУП "Триумфремстрой"		Выполнение работ по устройству антикоррозионных покрытий строительных конструкций сооружений: лакокрасочные защитные покрытия 
BY/112 04.14. 045 06050	0204403 	23.08.2019	23.08.2024		ООО "ГРАНИТ+"		Выполнение работ по устройству оснований, фундаментов сооружений на основании из естественных грунтов 
BY/112 04.14. 045 05863	0178368 	04.01.2019	04.01.2024		Общество с ограниченной ответственностью "Копатель"		Выполнение работ по устройству кровель из: битумно-полимерных волнистых кровельных и асбестоцем. волнистых листов, мелкошт. материалов, лист. стали, меди, металл. проф. настила, метал. черепицы, битум.-полимерных рулон. и маст. кров. 
BY/112 04.14. 045 05851	0204325 	29.12.2018	29.12.2023		Общество с ограниченной ответственностью "ИдеяДизайнСтрой"		Выполнение работ по монтажу деревянных конструкций 
BY/112 04.14. 045 05628	0143832 	22.06.2018	22.06.2023		ООО "ПроджектСтрой"		Выполнение работ по монтажу сборных бетонных и железобетонных конструкций (без выполнения сварных соединений с нормированной прочностью): стены подземной части зданий, колонны, ригели, балки, фермы, плиты лестничные марши и площадки 
BY/112 04.14. 045 05737	0177948 	24.09.2018	24.09.2023		ОАО "Савушкин продукт"		Выполнение работ по устройству изоляционных покрытий: гидроизоляции из рулонных материалов, окрас.гидроиз. (битум.,лакокрас.,полимер.,битум-полим., полимерцем.), гидроиз. из цем. раств., горяч.асф.см.,литой гидроиз, тепло- и звукоиз. из плит. и сыпуч. мат 
BY/112 04.14. 045 05730	0177941 	24.09.2018	24.09.2023		ОАО "Савушкин продукт"		Вып. раб. по монт. стал. конст.(без вып. свар. соед. с нормир. прочн.): колон., опоры, фермы, ригели, прогоны, балки, проф. наст., с закр. монт.соед. конст. на болт. без контр. натяж., на высокопроч. болт. с контр. натяж, на высокопр. дюбел.,самонар.винт 
BY/112 04.14. 045 05767	0178203 	12.10.2018	12.10.2023		Закрытое акционерное общество "Инволюкс"		Выполнение работ по монтажу деревянных конструкций 
BY/112 04.14. 045 05922	0178471 	06.03.2019	06.03.2024		Открытое акционерное общество "Строительный трест №8"		Выполнение работ по устройству тепловой изоляции ограждающих конструкций сооружений: легких штукатурных систем утепления, утепления цоколей, крыш и перекрытий 
BY/112 04.14. 045 05836	0178336 	17.12.2018	17.12.2023		ОДО "Арэса"		Выполнение работ по монтажу наружных сетей и сооружений: водоснабжения и канализации, тепловых сетей 
BY/112 04.14. 045 05743	0177957 	24.09.2018	24.09.2023		Частное унитарное предприятие по оказанию услуг "Форсаж-Техник"		Выполнение работ по монтажу сборных бетонных и железобетонных конструкций (без выполнения сварных соединений с нормированной прочностью): стены подземной части зданий, колонны, ригели, балки, фермы, плиты, панели стен, лестничные марши и площадки 
BY/112 04.14. 045 05825	0178320 	07.12.2018	07.12.2023		ОДО "Поли-Сервис"		Выполнение работ по монтажу наружных сетей и сооружений: водоснабжения и канализации, тепловых сетей 
BY/112 04.14. 045 05755	0177985 	01.10.2018	01.10.2023		Открытое акционерное общество "БЕЛСЕЛЬЭЛЕКТРОСЕТЬСТРОЙ"		Выполнение работ по устройству изоляционных покрытий: гидроизоляции из рулонных материалов, окрасочной гидроизоляции (битумной, лакокрасочной, полимерной, битумно-полимерной, полимерцементной) 
BY/112 04.14. 045 05990	0178604 	11.04.2019	11.04.2024		Общество с ограниченной ответственностью "Слейпнир"		Выпол. работ по монтажу стальн. конст. (без вып. сварн. соедин. с нормир. проч.): колонны, опоры,фермы, ригели, прогоны, балки, подкран. балки, проф. настил с закреп. монтаж. соед. конст. на болтах без контр. натяж., на высокопр. дюбел., самонарез. винтах 
BY/112 04.14. 045 05749	0177963 	24.09.2018	24.09.2023		Частное унитарное предприятие по оказанию услуг "Форсаж-Техник"		Выполнение работ по монтажу деревянных конструкций 
BY/112 04.14. 045 05683	0143911 	23.07.2018	23.07.2023		"Лунинецкое ЖКХ"		Выполнение работ по заполнению оконных и дверных проемов (с применением оконных и дверных блоков из поливинилхлоридного профиля, дверных блоков металлических, из древесины) 
BY/112 04.14. 045 05960	0178574 	08.04.2019	08.04.2024		Общество с дополнительной ответственностью "ДОМ-ЛЮКС"		Выполнение работ по монтажу легких ограждающих конструкций: каркасно-обшивных перегородок, стен из металлических панелей с утеплителем и полистовой сборки 
BY/112 04.14. 045 06005	0204226 	16.04.2019	16.04.2024		Общество с ограниченной ответственностью "ВентПром"		Выполнение работ по монтажу внутренних инженерных систем сооружений: водоснабжения, канализации, отопления, вентиляции и кондиционирования воздуха, тепловых пунктов и котельных 
BY/112 04.14. 045 05991	0178605 	11.04.2019	11.04.2024		Общество с ограниченной ответственностью "Слейпнир"		Выполнение работ по монтажу каменных и армокаменных конструкций 
BY/112 04.14. 045 05620	0143823 	20.06.2018	20.06.2023		ООО "СИНАР"		Выполнение работ по монтажу деревянных конструкций 
BY/112 04.14. 045 05756	0177986 	01.10.2018	01.10.2023		Открытое акционерное общество "БЕЛСЕЛЬЭЛЕКТРОСЕТЬСТРОЙ"		Выполнение работ по устройству антикоррозионных покрытий строительных конструкций сооружений: лакокрасочные защитные покрытия 
BY/112 04.14. 045 05837	0178337 	20.12.2018	20.12.2023		УП "Столинская ДСПМК-32"		Выполнение работ по заполнению оконных и дверных проемов (с применением оконных и дверных блоков из поливинилхлоридного профиля, из древесины металлических) 
BY/112 04.14. 045 06024	0204268 	14.05.2019	14.05.2024		Государственное унитарное производственное предприятие "Ивацевичское жилищно-коммунальное хозяйство"		Выполнение работ по устройству изоляционных покрытий: гидроизоляции из рулонных материалов, окрасочной гидроизоляции (битумной, лакокрасочной, полимерной, битумно-полимерной, полимерцементной), тепло- и звукоизоляции из плит и сыпучих материалов 
BY/112 04.14. 045 06036	0204297 	03.06.2019	03.06.2024		Общество с ограниченной ответственностью "Белпрок Строй Групп"		Выполнение работ по монтажу внутренних инженерных систем сооружений: водоснабжения, канализации, отопления, вентиляции 
BY/112 04.14. 045 05645	0204676 	28.06.2018	28.06.2023		Общество с ограниченной ответственностью "Технологии комплексного строительства"		Выполнение работ по монтажу легких ограждающих конструкций: гипсобетонных перегородок, каркасно-обшивных перегородок, стен из металлических панелей с утеплителем и полистовой сборки 
BY/112 04.14. 045 06093	0204486 	20.11.2019	20.11.2024		ЧУПОУ "ИВА"		Выполнение работ по заполнению оконных и дверных проемов (с применением оконных и дверных блоков из поливинилхлоридного профиля, из древесины) 
BY/112 04.14. 045 06146	0204607 	31.03.2020	31.03.2025		ОДО "Базис"		Выполнение работ по устройству тепловой изоляции ограждающих конструкций сооружений: легких штукатурных систем утепления, утепления цоколей 
BY/112 04.14. 045 06158	0204645 	14.05.2020	14.05.2025		ОДО "Базис"		Выполнение работ по монтажу каменных и армокаменных конструкций 
BY/112 04.14. 045 06159	0204655 	25.05.2020	25.05.2025		Открытое акционерное общество "Полесьежилстрой"		Вып. работ по монт. стальн. констр. (без вып. сварн. соед. с норм. проч.): колонны, опоры, фермы, ригели, прогоны, балки, проф. настил с закр. монт. соед. констр. на болтах без контр. натяж., высокопр. болтах с контр. нат., на высокопр. дюб., самон. винт. 
BY/112 04.14. 045 06190	0246042 	12.08.2020	12.08.2025		Общество с ограниченной ответственностью "РИВОД"		Выполнение работ по возведению монолитных бетонных и железобетонных конструкций (без выполнения сварных соединений с нормированной прочностью) 
BY/112 04.14. 045 05602	0143803 	18.06.2018	18.06.2023		ООО "Белэлектростроймонтаж"		Выполнение работ по возведению монолитных бетонных и железобетонных конструкций (без выполнения сварных соединений с нормированной прочностью) 
BY/112 04.14. 045 05603	0143804 	18.06.2018	18.06.2023		ООО "Белэлектростроймонтаж"		Выполнение работ по монтажу сборных бетонных и железобетонных конструкций (без выполнения сварных соединений с нормированной прочностью): стены подземной части зданий, ригели, балки, фермы, плиты, панели стен, лестничные марши и площадки  
BY/112 04.14. 045 05635	0143839 	22.06.2018	22.06.2023		ООО "ПроджектСтрой"		Выполнение работ по устройству тепловой изоляции ограждающих конструкций сооружений: легких и тяжелых штукатурных систем утепления, вентилируемых систем утепления, утепления цоколей, крыш и перекрытий 
BY/112 04.14. 045 06059	0204412 	23.08.2019	23.08.2024		ООО "ГРАНИТ+"		Выполнение работ по устройству антикоррозионных покрытий строительных конструкций сооружений: лакокрасочные защитные покрытия, мастичные, шпатлевочные и наливные покрытия, оклеечные покрытия 
BY/112 04.14. 045 06214	0246066 	14.08.2020	14.08.2025		КУМПП ЖКХ "Жабинковское ЖКХ"		Выполнение работ по монтажу наружных сетей и сооружений: водоснабжения и канализации, тепловых сетей 
BY/112 04.14. 045 05694	0143933 	31.07.2018	31.07.2023		ОАО "Спецмонтажстрой № 180"		Выполнение работ по устройству антикоррозионных покрытий строительных конструкций сооружений лакокрасочные защитные покрытия, мастичные и оклеечные покрытия 
BY/112 04.14. 045 06242	0246167 	02.02.2021	02.02.2026		Частное предприятие "Гвевис-Про"		Выполнение работ по устройству дорожных покрытий пешеходных зон из тротуарных плит 
BY/112 04.14. 045 06185	0246034 	10.08.2020	10.08.2025		КУМПП ЖКХ "Ивановское ЖКХ"		Выполнение работ по устройству изоляционных покрытий: гидроизоляции из рулонных материалов, окрасочной гидроизоляции (битумной, лакокрасочной, полимерной, битумно-полимерной, полимерцементной), тепло- и звукоизоляции из плит и сыпучих материалов 
BY/112 04.14. 045 05817	0178289 	19.11.2018	19.11.2023		ООО "ЭлитСтатусСтрой"		Выполнение работ по устройству кровель из: листовой стали, меди, металлического профилированного настила, металлической черепицы, битумно-полимерных рулонных и мастичных кровель 
BY/112 04.14. 045 05882	0178387 	11.01.2019	11.01.2024		Общество с ограниченной ответственностью "НБКбилдинг"		Выполнение работ по монтажу внутренних инженерных систем сооружений: водоснабжения, канализации, отопления, вентиляции и кондиционирования воздуха, тепловых пунктов и котельных 
BY/112 04.14. 045 06111	0204529 	04.01.2020	04.01.2025		Общество с ограниченной ответственностью "ТермоРемСтрой"		Выполнение работ по устройству оснований, фундаментов сооружений на основании из естественных грунтов 
BY/112 04.14. 045 06226	0246128 	02.11.2020	02.11.2025		Частное строительное унитарное предприятие "Би Пи Структура"		Выполнение работ по устройству оснований, фундаментов сооружений на основании из естественных грунтов 
BY/112 04.14. 045 06073	0204433 	05.09.2019	05.09.2024		ОАО "Теплицмонтаж"		Выполнение работ по устройству изоляционных покрытий: гидроизоляции из рулонных материалов, окрасочной гидроизоляции (битумной, лакокрасочной, полимерной, битумно-полимерной, полимерцементной) 
BY/112 04.14. 045 06217	0246073 	28.08.2020	28.08.2025		ООО "АРКОС"		Выполнение работ по устройству изоляционных покрытий: гидроизоляции из рулонных материалов, окрасочной гидроизоляции (битумн.,лакокр., полимерн., битумно-полимерн., полимерцем.), гидр.из цем.раств.,горяч.асф.см.и лит.гидр.,из метал.лист.,из полим.лист.мат 
BY/112 04.14. 045 06135	0204567 	24.02.2020	24.02.2025		ОДО "Штиль"		Выполнение работ по устройству тепловой изоляции ограждающих конструкций сооружений: легких и тяжелых штукатурных систем утепления, утепления цоколей, крыш и перекрытий 
BY/112 04.14. 045 06040	0204330 	17.06.2019	17.06.2024		Частное строительное унитарное предприятие "Ландшафт Строительство Дизайн"		Выполнение работ по монтажу сборных бетонных и железобетонных конструкций (без выполнения сварных соединений с нормированной прочностью): стены подземной части зданий, колонны, рамы, полурамы, диафрагмы жесткости, ригели, балки, фермы, плиты, панели стен 
