BY/112 04.14. ТР013 045.01 00165	0317483	30.08.2022	29.08.2027	УП "Ивацевичская ПМК-18"	Государственное унитарное строительное предприятие "Ивацевичская ПМК-18"	Государственное унитарное строительное предприятие "Ивацевичская ПМК-18"	Выполнение работ по монтажу наружных сетей и сооружений водоснабжение и канализация
BY/112 04.14. ТР013 045.01 00164	0317482	30.08.2022	29.08.2027	УП "Ивацевичская ПМК-18"	Государственное унитарное строительное предприятие "Ивацевичская ПМК-18"	Государственное унитарное строительное предприятие "Ивацевичская ПМК-18"	Выполнение работ по устройству антикоррозионных покрытий строительных конструкций сооружений лакокрасочные защитные покрытия, мастичные, шпатлевочные и наливные покрытия, оклеечные покрытия
BY/112 04.14. ТР013 045.01 00163	0317481	30.08.2022	29.08.2027	УП "Ивацевичская ПМК-18"	Государственное унитарное строительное предприятие "Ивацевичская ПМК-18"	Государственное унитарное строительное предприятие "Ивацевичская ПМК-18"	Выполнение работ по устройству изоляционных покрытий гидроизоляция из рулонных материалов, окрасочная гидроизоляция (битумная, лакокрасочная, полимерная, битумно-полимерная, полимерцементная), гидроизоляция из цементных растворов, горячих асфальтовых смесей и литая гидроизоляция, гидроизоляция из полимерных листовых материалов, тепло- и звукоизоляция из плит и сыпучих материалов
BY/112 04.14. ТР013 045.01 00162	0317480	30.08.2022	29.08.2027	УП "Ивацевичская ПМК-18"	Государственное унитарное строительное предприятие "Ивацевичская ПМК-18"	Государственное унитарное строительное предприятие "Ивацевичская ПМК-18"	Выполнение работ по устройству тепловой изоляции ограждающих конструкций сооружений легкие и тяжёлые штукатурные системы утепления, системы утепления на основе комплексных теплоизоляционных материалов, утепление цоколей, крыш и перекрытий
BY/112 04.14. ТР013 045.01 00161	0317479	30.08.2022	29.08.2027	УП "Ивацевичская ПМК-18"	Государственное унитарное строительное предприятие "Ивацевичская ПМК-18"	Государственное унитарное строительное предприятие "Ивацевичская ПМК-18"	Выполнение работ по устройству оснований, фундаментов сооружений на основании из естественных грунтов
BY/112 04.14. ТР013 045.01 00160	0317477	29.08.2022	28.08.2027	ОДО "Ремспецмонтаж"	Общество с дополнительной ответственностью "Ремспецмонтаж"	Общество с дополнительной ответственностью "Ремспецмонтаж"	Выполнение работ по устройству антикоррозионных покрытий строительных конструкций сооружений лакокрасочные защитные покрытия, мастичные, шпатлевочные и наливные покрытия, оклеечные покрытия, облицовочные и футеровочные покрытия
BY/112 04.14. ТР013 045.01 00159	0317476	29.08.2022	28.08.2027	ОДО "Ремспецмонтаж"	Общество с дополнительной ответственностью "Ремспецмонтаж"	Общество с дополнительной ответственностью "Ремспецмонтаж"	Выполнение работ по устройству изоляционных покрытий гидроизоляция из рулонных материалов, окрасочная гидроизоляция (битумная, лакокрасочная, полимерная, битумно-полимерная, полимерцементная), гидроизоляция из цементных растворов, горячих асфальтовых смесей и литая гидроизоляция, гидроизоляция из полимерных листовых материалов, тепло- и звукоизоляция из плит и сыпучих материалов
BY/112 04.14. ТР013 045.01 00158	0317475	29.08.2022	28.08.2027	ОДО "Ремспецмонтаж"	Общество с дополнительной ответственностью "Ремспецмонтаж"	Общество с дополнительной ответственностью "Ремспецмонтаж"	Выполнение работ по устройству тепловой изоляции ограждающих конструкций сооружений легкие и тяжёлые штукатурные системы утепления, вентилируемые системы утепления, системы утепления на основе комплексных теплоизоляционных материалов, монолитных утеплителей, утепление цоколей, крыш и перекрытий
BY/112 04.14. ТР013 045.01 00157	0317471	29.08.2022	28.08.2027	ЗАО "Интербудсервис"	Закрытое акционерное общество "Интербудсервис"	Закрытое акционерное общество "Интербудсервис"	Выполнение работ по устройству антикоррозионных покрытий строительных конструкций сооружений  лакокрасочные защитные покрытия, мастичные, шпатлевочные и наливные покрытия, оклеечные покрытия
BY/112 04.14. ТР013 045.01 00156	0317470	29.08.2022	28.08.2027	ЗАО "Интербудсервис"	Закрытое акционерное общество "Интербудсервис"	Закрытое акционерное общество "Интербудсервис"	Выполнение работ по устройству изоляционных покрытий  гидроизоляция из рулонных материалов, окрасочная гидроизоляция (битумная, лакокрасочная, полимерная, битумно-полимерная, полимерцементная), гидроизоляция из цементных растворов, горячих асфальтовых смесей и литая гидроизоляция, тепло- и звукоизоляция из плит и сыпучих материалов
BY/112 04.14. ТР013 045.01 00155	0317469	29.08.2022	28.08.2027	ЗАО "Интербудсервис"	Закрытое акционерное общество "Интербудсервис"	Закрытое акционерное общество "Интербудсервис"	Выполнение работ по устройству тепловой изоляции ограждающих конструкций сооружений  легкие и тяжёлые штукатурные системы утепления, вентилируемые системы утепления, утепление цоколей, крыш и перекрытий
BY/112 04.14. ТР013 045.01 00154	0317468	29.08.2022	28.08.2027	ЗАО "Интербудсервис"	Закрытое акционерное общество "Интербудсервис"	Закрытое акционерное общество "Интербудсервис"	Выполнение работ по устройству оснований, фундаментов сооружений на основании из естественных грунтов, искусственные основания из насыпных и намывных грунтов
BY/112 04.14. ТР013 045.01 00153	0317459	26.08.2022	25.08.2027	УСП "СПМК-35" ОАО "Пинсксовхозстрой"	Унитарное строительное предприятие "Специализированная передвижная механизированная колонна №35" открытого акционерного общества "Пинсксовхозстрой"	Унитарное строительное предприятие "Специализированная передвижная механизированная колонна №35" открытого акционерного общества "Пинсксовхозстрой"	Выполнение работ по монтажу наружных сетей и сооружений водоснабжение и канализация
BY/112 04.14. ТР013 045.01 00152	0317458	26.08.2022	25.08.2027	УСП "СПМК-35" ОАО "Пинсксовхозстрой"	Унитарное строительное предприятие "Специализированная передвижная механизированная колонна №35" открытого акционерного общества "Пинсксовхозстрой"	Унитарное строительное предприятие "Специализированная передвижная механизированная колонна №35" открытого акционерного общества "Пинсксовхозстрой"	Выполнение работ по устройству изоляционных покрытий гидроизоляция из рулонных материалов, окрасочная гидроизоляция (битумная, лакокрасочная, полимерная, битумно-полимерная, полимерцементная), тепло- и звукоизоляция из плит и сыпучих материалов
BY/112 04.14. ТР013 045.01 00151	0317457	26.08.2022	25.08.2027	УСП "СПМК-35" ОАО "Пинсксовхозстрой"	Унитарное строительное предприятие "Специализированная передвижная механизированная колонна №35" открытого акционерного общества "Пинсксовхозстрой"	Унитарное строительное предприятие "Специализированная передвижная механизированная колонна №35" открытого акционерного общества "Пинсксовхозстрой"	Выполнение работ по устройству антикоррозионных покрытий строительных конструкций сооружений лакокрасочные защитные покрытия, оклеечные покрытия
BY/112 04.14. ТР013 045.01 00150	0317456	26.08.2022	25.08.2027	УСП "СПМК-35" ОАО "Пинсксовхозстрой"	Унитарное строительное предприятие "Специализированная передвижная механизированная колонна №35" открытого акционерного общества "Пинсксовхозстрой"	Унитарное строительное предприятие "Специализированная передвижная механизированная колонна №35" открытого акционерного общества "Пинсксовхозстрой"	Выполнение работ по устройству тепловой изоляции ограждающих конструкций сооружений утепление цоколей, крыш и перекрытий
BY/112 04.14. ТР013 045.01 00149	0317461	25.08.2022	24.08.2027	ОАО "Полесьежилстрой"	Открытое акционерное общество "Полесьежилстрой"	Филиал "Передвижная механизированная колонна № 12" Открытого акционерного общества "Полесьежилстрой"	Выполнение работ по монтажу наружных сетей и сооружений водоснабжение и канализация
BY/112 04.14. ТР013 045.01 00148	0317449	24.08.2022	23.08.2027	Государственное предприятие "Брестводоканал"	Коммунальное производственное унитарное предприятие "Брестводоканал"	Коммунальное производственное унитарное предприятие "Брестводоканал"	Выполнение работ по монтажу наружных сетей и сооружений водоснабжение и канализация
BY/112 04.14. ТР013 045.01 00147	0317460	24.08.2022	23.08.2027	КУП "Брестгорремстройтрест"	Коммунальное унитарное предприятие "Брестский городской ремонтно-строительный трест"	Филиал коммунального унитарного предприятия "Брестский городской ремонтно-строительный трест" "Брестское управление механизации"	Выполнение работ по монтажу наружных сетей и сооружений водоснабжение и канализация
BY/112 04.14. ТР013 045.01 00146	0317450	24.08.2022	23.08.2027	ОДО "Индмонтаж"	Общество с дополнительной ответственностью "Индмонтаж"	Общество с дополнительной ответственностью "Индмонтаж"	Выполнение работ по монтажу наружных сетей и сооружений водоснабжение и канализация
BY/112 04.14. ТР013 045.01 00145	0317455	23.08.2022	22.08.2027	ОАО "Ремстрой" г. Пружаны	Открытое акционерное общество "Ремстрой" г. Пружаны	Открытое акционерное общество "Ремстрой" г. Пружаны	Выполнение работ по монтажу наружных сетей и сооружений водоснабжение и канализация
BY/112 04.14. ТР013 045.01 00144	0317454	23.08.2022	22.08.2027	ОАО "Ремстрой" г. Пружаны	Открытое акционерное общество "Ремстрой" г. Пружаны	Открытое акционерное общество "Ремстрой" г. Пружаны	Выполнение работ по устройству антикоррозионных покрытий строительных конструкций сооружений лакокрасочные защитные покрытия, мастичные, шпатлевочные и наливные покрытия, гуммировочные покрытия (из жидких резиновых смесей, из листовых материалов), оклеечные покрытия, облицовочные и футеровочные покрытия
BY/112 04.14. ТР013 045.01 00143	0317453	23.08.2022	22.08.2027	ОАО "Ремстрой" г. Пружаны	Открытое акционерное общество "Ремстрой" г. Пружаны	Открытое акционерное общество "Ремстрой" г. Пружаны	Выполнение работ по устройству изоляционных покрытий гидроизоляция из рулонных материалов, окрасочная гидроизоляция (битумная, лакокрасочная, полимерная, битумно-полимерная, полимерцементная), гидроизоляция из цементных растворов, горячих асфальтовых смесей и литая гидроизоляция, гидроизоляция из металлических листов, гидроизоляция из полимерных листовых материалов, тепло- и звукоизоляция из плит и сыпучих материалов
BY/112 04.14. ТР013 045.01 00142	0317452	23.08.2022	22.08.2027	ОАО "Ремстрой" г. Пружаны	Открытое акционерное общество "Ремстрой" г. Пружаны	Открытое акционерное общество "Ремстрой" г. Пружаны	Выполнение работ по устройству тепловой изоляции ограждающих конструкций сооружений легкие и тяжёлые штукатурные системы утепления, вентилируемые системы утепления, утепление цоколей, крыш и перекрытий
BY/112 04.14. ТР013 045.01 00141	0317451	23.08.2022	22.08.2027	ОАО "Ремстрой" г. Пружаны	Открытое акционерное общество "Ремстрой" г. Пружаны	Открытое акционерное общество "Ремстрой" г. Пружаны	Выполнение работ по устройству оснований, фундаментов сооружений на основании из естественных грунтов
BY/112 04.14. ТР013 045.01 00140	0317448	22.08.2022	21.08.2027	ОАО "Полесьежилстрой"	Открытое акционерное общество "Полесьежилстрой"	Филиал "Передвижная механизированная колонна № 82" Открытого акционерного общества "Полесьежилстрой"	Выполнение работ по устройству антикоррозионных покрытий строительных конструкций сооружений лакокрасочные защитные покрытия, мастичные, шпатлевочные и наливные покрытия
BY/112 04.14. ТР013 045.01 00139	0317447	22.08.2022	21.08.2027	ОАО "Полесьежилстрой"	Открытое акционерное общество "Полесьежилстрой"	Филиал "Передвижная механизированная колонна № 82" Открытого акционерного общества "Полесьежилстрой"	Выполнение работ по устройству изоляционных покрытий гидроизоляция из рулонных материалов, окрасочная гидроизоляция (битумная, лакокрасочная, полимерная, битумно-полимерная, полимерцементная), гидроизоляция из цементных растворов, тепло- и звукоизоляция из плит и сыпучих материалов
BY/112 04.14. ТР013 045.01 00138	0317446	22.08.2022	21.08.2027	ОАО "Полесьежилстрой"	Открытое акционерное общество "Полесьежилстрой"	Филиал "Передвижная механизированная колонна № 82" Открытого акционерного общества "Полесьежилстрой"	Выполнение работ по устройству тепловой изоляции ограждающих конструкций сооружений легкие и тяжёлые штукатурные системы утепления, вентилируемые системы утепления, утепление цоколей, крыш и перекрытий
BY/112 04.14. ТР013 045.01 00137	0317445	22.08.2022	21.08.2027	ОАО "Полесьежилстрой"	Открытое акционерное общество "Полесьежилстрой"	Филиал "Передвижная механизированная колонна № 82" Открытого акционерного общества "Полесьежилстрой"	Выполнение работ по устройству оснований, фундаментов сооружений на основании из естественных грунтов
BY/112 04.14. ТР013 045.01 00136	0317444	22.08.2022	21.08.2027	СООО "ПП Полесье"	Совместное общество с ограниченной ответственностью "ПП Полесье"	совместное общество с ограниченной ответственностью "ПП Полесье"	Выполнение работ по монтажу наружных сетей и сооружений водоснабжение и канализация
BY/112 04.14. ТР013 045.01 00135	0317443	22.08.2022	21.08.2027	СООО "ПП Полесье"	Совместное общество с ограниченной ответственностью "ПП Полесье"	совместное общество с ограниченной ответственностью "ПП Полесье"	Выполнение работ по устройству антикоррозионных покрытий строительных конструкций сооружений лакокрасочные защитные покрытия
BY/112 04.14. ТР013 045.01 00134	0317442	22.08.2022	21.08.2027	СООО "ПП Полесье"	Совместное общество с ограниченной ответственностью "ПП Полесье"	совместное общество с ограниченной ответственностью "ПП Полесье"	Выполнение работ по устройству изоляционных покрытий гидроизоляция из рулонных материалов, окрасочная гидроизоляция (битумная, лакокрасочная, полимерная, битумно-полимерная, полимерцементная), тепло- и звукоизоляция из плит и сыпучих материалов
BY/112 04.14. ТР013 045.01 00133	0317441	22.08.2022	21.08.2027	СООО "ПП Полесье"	Совместное общество с ограниченной ответственностью "ПП Полесье"	совместное общество с ограниченной ответственностью "ПП Полесье"	Выполнение работ по устройству тепловой изоляции ограждающих конструкций сооружений легкие и тяжёлые штукатурные системы утепления, системы утепления на основе комплексных теплоизоляционных материалов, утепление цоколей, крыш и перекрытий
BY/112 04.14. ТР013 045.01 00132	0317440	22.08.2022	21.08.2027	СООО "ПП Полесье"	Совместное общество с ограниченной ответственностью "ПП Полесье"	совместное общество с ограниченной ответственностью "ПП Полесье"	Выполнение работ по устройству оснований, фундаментов сооружений на основании из естественных грунтов
BY/112 04.14. ТР013 045.01 00131	0317439	18.08.2022	17.08.2027	Унитарное предприятие "Санта Холод"	Унитарное предприятие по оказанию услуг "Санта Холод"	Унитарное предприятие по оказанию услуг "Санта Холод"	Выполнение работ по монтажу наружных сетей и сооружений водоснабжение и канализация
BY/112 04.14. ТР013 045.01 00130	0317438	17.08.2022	16.08.2027	УП "БРЕСТСКАЯ СПМК-6"	ГОСУДАРСТВЕННОЕ УНИТАРНОЕ СПЕЦИАЛИЗИРОВАННОЕ СТРОИТЕЛЬНОЕ ПРЕДПРИЯТИЕ "БРЕСТСКАЯ СПМК-6"	ГОСУДАРСТВЕННОЕ УНИТАРНОЕ СПЕЦИАЛИЗИРОВАННОЕ СТРОИТЕЛЬНОЕ ПРЕДПРИЯТИЕ "БРЕСТСКАЯ СПМК-6"	Выполнение работ по устройству тепловой изоляции ограждающих конструкций сооружений легкие и тяжёлые штукатурные системы утепления, вентилируемые системы утепления, утепление цоколей
BY/112 04.14. ТР013 045.01 00129	0317437	16.08.2022	15.08.2027	ОАО "ПМК №143" г. Волковыск	Открытое акционерное общество "Передвижная механизированная колонна №143" г. Волковыск	Открытое акционерное общество "Передвижная механизированная колонна №143" г.Волковыск	Выполнение работ по устройству антикоррозионных покрытий строительных конструкций сооружений лакокрасочные защитные покрытия, мастичные, шпатлевочные и наливные покрытия, гуммировочные покрытия (из жидких резиновых смесей, из листовых материалов), оклеечные покрытия, металлизационные и комбинированные покрытия, облицовочные и футеровочные покрытия
BY/112 04.14. ТР013 045.01 00128	0317436	16.08.2022	15.08.2027	ОАО "ПМК №143" г. Волковыск	Открытое акционерное общество "Передвижная механизированная колонна №143" г. Волковыск	Открытое акционерное общество "Передвижная механизированная колонна №143" г.Волковыск	Выполнение работ по устройству изоляционных покрытий гидроизоляция из рулонных материалов, окрасочная гидроизоляция (битумная, лакокрасочная, полимерная, битумно-полимерная, полимерцементная), гидроизоляция из цементных растворов, горячих асфальтовых смесей и литая гидроизоляция, гидроизоляция из металлических листов, гидроизоляция из полимерных листовых материалов, тепло- и звукоизоляция из плит и сыпучих материалов
BY/112 04.14. ТР013 045.01 00127	0317435	16.08.2022	15.08.2027	ОАО "ПМК №143" г. Волковыск	Открытое акционерное общество "Передвижная механизированная колонна №143" г. Волковыск	Открытое акционерное общество "Передвижная механизированная колонна №143" г.Волковыск	Выполнение работ по устройству тепловой изоляции ограждающих конструкций сооружений легкие и тяжёлые штукатурные системы утепления, вентилируемые системы утепления, системы утепления на основе комплексных теплоизоляционных материалов, монолитных утеплителей, утепление цоколей, крыш и перекрытий
BY/112 04.14. ТР013 045.01 00126	0317434	16.08.2022	15.08.2027	ОАО "ПМК №143" г. Волковыск	Открытое акционерное общество "Передвижная механизированная колонна №143" г. Волковыск	Открытое акционерное общество "Передвижная механизированная колонна №143" г.Волковыск	Выполнение работ по устройству оснований, фундаментов сооружений на основании из естественных грунтов, искусственные основания из насыпных и намывных грунтов, фундаменты из буронабивных свай
BY/112 04.14. ТР013 045.01 00125	0317433	16.08.2022	15.08.2027	ОАО "СПМК-28"	Открытое акционерное общество "Специализированная передвижная механизированная колонна № 28"	Открытое акционерное общество "Специализированная передвижная механизированная колонна № 28"	Выполнение работ по устройству антикоррозионных покрытий строительных конструкций сооружений лакокрасочные защитные покрытия, мастичные, шпатлевочные и наливные покрытия, гуммировочные покрытия (из жидких резиновых смесей, из листовых материалов), оклеечные покрытия, металлизационные и комбинированные покрытия, облицовочные и футеровочные покрытия
BY/112 04.14. ТР013 045.01 00124	0317432	16.08.2022	15.08.2027	ОАО "СПМК-28"	Открытое акционерное общество "Специализированная передвижная механизированная колонна № 28"	Открытое акционерное общество "Специализированная передвижная механизированная колонна № 28"	Выполнение работ по устройству изоляционных покрытий гидроизоляция из рулонных материалов, окрасочная гидроизоляция (битумная, лакокрасочная, полимерная, битумно-полимерная, полимерцементная), гидроизоляция из цементных растворов, горячих асфальтовых смесей и литая гидроизоляция, гидроизоляция из металлических листов, гидроизоляция из полимерных листовых материалов, тепло- и звукоизоляция из плит и сыпучих материалов
BY/112 04.14. ТР013 045.01 00123	0317431	16.08.2022	15.08.2027	ОАО "СПМК-28"	Открытое акционерное общество "Специализированная передвижная механизированная колонна № 28"	Открытое акционерное общество "Специализированная передвижная механизированная колонна № 28"	Выполнение работ по устройству тепловой изоляции ограждающих конструкций сооружений легкие и тяжёлые штукатурные системы утепления, вентилируемые системы утепления, системы утепления на основе комплексных теплоизоляционных материалов, монолитных утеплителей, утепление цоколей, крыш и перекрытий
BY/112 04.14. ТР013 045.01 00122	0317430	16.08.2022	15.08.2027	ОАО "СПМК-28"	Открытое акционерное общество "Специализированная передвижная механизированная колонна № 28"	Открытое акционерное общество "Специализированная передвижная механизированная колонна № 28"	Выполнение работ по устройству оснований, фундаментов сооружений на основании из естественных грунтов, искусственные основания из насыпных и намывных грунтов
BY/112 04.14. ТР013 045.01 00121	0317429	16.08.2022	15.08.2027	ОАО "Кобринский ССК"	Открытое акционерное общество "Кобринский ССК"	Открытое акционерное общество "Кобринский ССК"	Выполнение работ по устройству антикоррозионных покрытий строительных конструкций сооружений лакокрасочные защитные покрытия, мастичные, шпатлевочные и наливные покрытия, гуммировочные покрытия (из жидких резиновых смесей, из листовых материалов), оклеечные покрытия, металлизационные и комбинированные покрытия, облицовочные и футеровочные покрытия
BY/112 04.14. ТР013 045.01 00120	0317424	15.08.2022	14.08.2027	УП "Березовская СПМК-22"	Государственное унитарное специализированное строительное предприятие "Березовская СПМК-22"	Государственное унитарное специализированное строительное предприятие "Березовская СПМК-22"	Выполнение работ по устройству изоляционных покрытий гидроизоляция из рулонных материалов, окрасочная гидроизоляция (битумная, лакокрасочная, полимерная, битумно-полимерная, полимерцементная), гидроизоляция из цементных растворов, тепло- и звукоизоляция из плит и сыпучих материалов
BY/112 04.14. ТР013 045.01 00119	0317423	15.08.2022	14.08.2027	УП "Березовская СПМК-22"	Государственное унитарное специализированное строительное предприятие "Березовская СПМК-22"	Государственное унитарное специализированное строительное предприятие "Березовская СПМК-22"	Выполнение работ по устройству тепловой изоляции ограждающих конструкций сооружений легкие и тяжёлые штукатурные системы утепления, вентилируемые системы утепления, утепление цоколей, крыш и перекрытий
BY/112 04.14. ТР013 045.01 00118	0317414	28.07.2022	27.07.2027	УП "Березовская СПМК-22"	Государственное унитарное специализированное строительное предприятие "Березовская СПМК-22"	Государственное унитарное специализированное строительное предприятие "Березовская СПМК-22"	Выполнение работ по устройству дорожных покрытий пешеходных зон из тротуарных плит 
BY/112 04.14. ТР013 045.01 00117	0317413	18.07.2022	17.07.2027	ООО "Монтаж-Брест"	Общество с ограниченной ответственностью "Монтаж-Брест"	Общество с ограниченной ответственностью "Монтаж-Брест"	Выполнение работ по монтажу наружных сетей и сооружений водоснабжение и канализация
BY/112 04.14. ТР013 045.01 00116	0317412	18.07.2022	17.07.2027	ООО "Монтаж-Брест"	Общество с ограниченной ответственностью "Монтаж-Брест"	Общество с ограниченной ответственностью "Монтаж-Брест"	Выполнение работ по устройству дорожных покрытий пешеходных зон из тротуарных плит 
BY/112 04.14. ТР013 045.01 00115	0317411	18.07.2022	17.07.2027	ООО "Монтаж-Брест"	Общество с ограниченной ответственностью "Монтаж-Брест"	Общество с ограниченной ответственностью "Монтаж-Брест"	Выполнение работ по устройству антикоррозионных покрытий строительных конструкций сооружений лакокрасочные защитные покрытия, мастичные, шпатлевочные и наливные покрытия, оклеечные покрытия, металлизационные и комбинированные покрытия, облицовочные и футеровочные покрытия
BY/112 04.14. ТР013 045.01 00114	0317410	18.07.2022	17.07.2027	ООО "Монтаж-Брест"	Общество с ограниченной ответственностью "Монтаж-Брест"	Общество с ограниченной ответственностью "Монтаж-Брест"	Выполнение работ по устройству изоляционных покрытий гидроизоляция из рулонных материалов, окрасочная гидроизоляция (битумная, лакокрасочная, полимерная, битумно-полимерная, полимерцементная), гидроизоляция из цементных растворов, горячих асфальтовых смесей и литая гидроизоляция, гидроизоляция из полимерных листовых материалов, тепло- и звукоизоляция из плит и сыпучих материалов
BY/112 04.14. ТР013 045.01 00113	0317409	18.07.2022	17.07.2027	ООО "Монтаж-Брест"	Общество с ограниченной ответственностью "Монтаж-Брест"	Общество с ограниченной ответственностью "Монтаж-Брест"	Выполнение работ по устройству тепловой изоляции ограждающих конструкций сооружений легкие и тяжёлые штукатурные системы утепления, вентилируемые системы утепления, системы утепления на основе комплексных теплоизоляционных материалов, монолитных утеплителей, утепление цоколей, крыш и перекрытий
BY/112 04.14. ТР013 045.01 00112	0317408	18.07.2022	17.07.2027	ООО "Монтаж-Брест"	Общество с ограниченной ответственностью "Монтаж-Брест"	Общество с ограниченной ответственностью "Монтаж-Брест"	Выполнение работ по заполнению оконных и дверных проемов с применением оконных и дверных блоков из поливинилхлоридного профиля, из древесины, металлических
BY/112 04.14. ТР013 045.01 00111	0317407	18.07.2022	17.07.2027	ООО "Монтаж-Брест"	Общество с ограниченной ответственностью "Монтаж-Брест"	Общество с ограниченной ответственностью "Монтаж-Брест"	Выполнение работ по устройству оснований, фундаментов сооружений на основании из естественных грунтов
BY/112 04.14. ТР013 045.01 00110	0317406	18.07.2022	17.07.2027	ООО "Гранит+"	Общество с ограниченной ответственностью "Гранит+"	Общество с ограниченной ответственностью "Гранит+"	Выполнение работ по устройству дорожных покрытий пешеходных зон из тротуарных плит 
BY/112 04.14. ТР013 045.01 00109	0317405	15.07.2022	14.07.2027	ООО "АЛЮМАРТ"	Общество с ограниченной ответственностью "АЛЮМАРТ"	Общество с ограниченной ответственностью "АЛЮМАРТ"	Выполнение работ по устройству оснований, фундаментов сооружений на основании из естественных грунтов
BY/112 04.14. ТР013 045.01 00108	0317404	15.07.2022	14.07.2027	ООО "АЛЮМАРТ"	Общество с ограниченной ответственностью "АЛЮМАРТ"	Общество с ограниченной ответственностью "АЛЮМАРТ"	Выполнение работ по заполнению оконных и дверных проемов с применением оконных и дверных блоков из поливинилхлоридного профиля, из древесины, металлических
BY/112 04.14. ТР013 045.01 00107	0317403	15.07.2022	14.07.2027	ООО "АЛЮМАРТ"	Общество с ограниченной ответственностью "АЛЮМАРТ"	Общество с ограниченной ответственностью "АЛЮМАРТ"	Выполнение работ по устройству изоляционных покрытий гидроизоляция из рулонных материалов, окрасочная гидроизоляция (битумная, лакокрасочная, полимерная, битумно-полимерная, полимерцементная), тепло- и звукоизоляция из плит и сыпучих материалов
BY/112 04.14. ТР013 045.01 00106	0317402	15.07.2022	14.07.2027	ООО "АЛЮМАРТ"	Общество с ограниченной ответственностью "АЛЮМАРТ"	Общество с ограниченной ответственностью "АЛЮМАРТ"	Выполнение работ по устройству тепловой изоляции ограждающих конструкций сооружений легкие и тяжёлые штукатурные системы утепления, вентилируемые системы утепления
